zcr_sum,zcr_mean,zcr_var,chroma_mean,chroma_var,rms_mean,rms_var,spectral_c_mean,spectral_c_var,spectral_bandwith_mean,spectral_bandwith_var,rolloff_mean,rolloff_var,harmonic_mean,harmonic_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
74677,0.1128402493827384,0.1001073275019798,0.3379236,0.086318515,0.12903984,0.00055945036,2258.1151496918774,219211.02965676523,2175.9191964461243,55774.10625934517,4754.616183747825,691346.7773225604,-4.7389673e-05,0.008280907,161.4990234375,-95.46357,934.8758,101.38746,365.61862,-20.677706,347.00116,48.668915,176.19234,-30.24826,140.44308,20.8077,85.45373,-18.291418,241.33427,14.138235,62.313576,-12.799488,79.67008,13.443615,56.49831,-14.068501,105.8042,7.7323484,72.947685,-19.215454,59.478878,2.8566122,48.57398,-9.819334,62.292107,6.9123645,66.25328,-11.297556,76.38992,8.940816,64.62546,-2.9511447,60.087334,-0.97176033,60.424816,0
29407,0.0444352774428296,0.0424607835614083,0.26584658,0.09705007,0.1680172,0.0039275982,1514.1569584732374,551885.8806783345,2140.99247371375,222436.5678244485,3451.7991068191704,4234008.140881984,2.6992066e-06,0.027412435,129.19921875,-192.69032,3217.0422,111.157486,760.53217,21.351843,298.48038,26.396652,250.29945,-0.64950126,190.40549,23.487047,170.42644,-25.476696,120.31707,16.92198,142.0317,-16.971931,190.6027,5.785404,97.44775,-25.736197,85.9731,-5.053074,73.31196,-17.632252,81.10129,-7.9180593,57.716194,-15.15891,95.64357,-12.352484,66.22424,-17.237362,71.723854,-7.785286,67.17202,-13.0390215,75.83923,-17.936373,59.201927,0
88052,0.1330504658549337,0.1153480393907188,0.41244242,0.08583299,0.1682386,0.003675618,2171.3957423705265,169933.47097090556,1954.2547399828077,84853.07447829492,4237.303044790458,745843.4212609519,-1.9111371e-06,0.012285064,103.359375,-76.74659,2904.6755,105.751114,432.7131,-43.19778,390.6787,60.959892,407.48145,-8.785326,203.74474,21.246374,121.033356,-12.868538,165.5035,18.610828,148.79478,-11.409451,57.129345,14.548588,78.48998,-6.0564647,68.8986,12.733197,64.49301,-9.375089,54.816517,1.3552765,64.21386,-3.620528,57.08923,7.000211,44.645622,-4.065216,60.540035,-0.27187523,52.581707,-3.706461,54.530525,-0.49440083,56.806168,0
82626,0.1248515399051668,0.1092636328884754,0.4215437,0.07872209,0.27078366,0.0018968092,2442.9412574440207,130595.75133380404,2358.665888478252,31737.91169591267,5267.915786778567,414655.6834674431,1.7716642e-05,0.04008134,161.4990234375,-3.5798953,1020.4018,92.929634,171.39415,-25.082928,149.58519,45.179504,65.76458,-10.856173,70.59468,31.863396,42.470562,-18.04439,73.045944,28.626354,48.179405,-10.2277155,59.069,14.668069,41.811085,-14.905226,30.200726,14.741958,28.676184,-15.603514,40.916348,9.546685,42.93563,-14.794422,35.299202,2.0718615,46.790436,-13.811246,38.363274,3.5728886,33.2389,-5.967709,34.37323,-1.6463121,59.82942,0
84361,0.1274732016307189,0.1112237844967329,0.38016844,0.08072243,0.24811445,0.005410494,2116.897367131139,94982.71239986284,1956.3558938517344,44953.72577704637,4195.785430412558,437131.6591197036,-3.5569812e-07,0.033078067,103.359375,-27.024073,4599.6016,107.31879,437.79205,-46.839245,200.71884,40.927616,239.5692,-21.476635,73.19649,24.832184,54.926296,-18.939484,81.061584,15.274643,70.4485,-15.052192,60.66546,12.273417,59.26516,-15.24018,41.462383,14.332184,68.89172,-13.839795,43.288372,7.561914,43.83538,-6.1833763,64.74842,0.3404778,40.57989,-6.831254,48.014496,0.9746763,43.682915,-7.566382,51.29443,2.924147,39.061344,0
31932,0.0482506641039356,0.0459225375174648,0.24866746,0.09798514,0.06915838,0.0022311027,1188.4732077014146,369609.1364333892,1683.097400498919,200320.1316079151,2339.8331573557134,2993475.504975121,2.9822236e-06,0.0051578563,123.046875,-328.56018,7473.87,102.709816,631.448,19.872597,703.41345,26.714405,170.74292,7.1520658,252.62079,22.708387,248.45517,-6.9570885,208.76602,12.789707,154.86096,-10.729283,158.39136,-0.44259915,83.60074,-12.386709,110.197044,-8.909131,110.96426,-9.215009,126.906494,-9.087684,133.78244,-8.995918,188.49075,-7.6505113,194.09161,-7.210644,158.5036,-9.389374,176.89983,-4.4802656,142.5322,-3.6713595,175.98389,0
85597,0.1293408522893831,0.1126117962184391,0.30708113,0.08071964,0.103862695,0.0004471643,2594.754688324256,292991.83824459027,2518.903764680587,59914.58062591501,5659.768457257831,548496.5761523782,-4.7835954e-05,0.007665106,103.359375,-118.70432,758.802,87.64562,307.06256,6.5529914,247.97446,45.10232,87.28488,-38.911594,78.56509,20.823198,60.296448,-26.864548,46.41092,13.807368,57.68386,-17.236187,43.76774,5.111261,45.84007,-15.712021,41.68109,3.9887707,43.40912,-27.53658,41.367336,3.0563989,42.546314,-15.962014,35.935112,10.867272,50.98921,-12.656353,33.2092,2.818681,33.121788,-13.342627,34.9426,-4.3675046,44.166576,0
62332,0.0941864084594299,0.0853153289209433,0.36832434,0.08792621,0.24235758,0.0075179394,1827.2572925351533,155339.3884218532,1898.4619174432971,55152.189925289,3743.613145301624,769354.0286920278,3.258112e-05,0.034877792,117.45383522727272,-54.706253,2272.1147,119.48301,397.96436,-34.87408,246.3921,37.540634,185.53296,-15.880536,157.4765,22.081291,112.48084,-14.661809,207.59784,18.532047,95.02668,-9.647198,124.39632,11.256581,77.11396,-11.729359,75.76016,11.540745,55.89343,-6.4318557,72.85557,1.7925242,61.136856,-5.8779697,46.92905,0.38042605,64.58496,-9.064894,48.627502,-2.0241988,44.951252,-5.4177175,54.0621,0.032431867,49.07397,0
50057,0.0756383406316769,0.0699171820581633,0.3909998,0.089701205,0.13775411,0.0032615764,1811.548597685105,347373.093079934,2052.0015654086774,119607.9327619526,3927.985992785673,1515679.3263610902,-4.622385e-06,0.012996036,161.4990234375,-145.29242,4647.8833,102.850784,530.9258,-12.567546,354.1106,56.993618,279.27228,2.2211058,261.18112,26.614082,190.24197,-4.29843,191.16798,17.341423,107.84073,-8.0161295,80.43466,15.237474,82.39677,-6.9487624,48.317547,7.4706607,104.04367,-10.477944,49.6342,-2.345747,92.43325,-6.792833,78.48814,2.6742008,46.555477,-4.788209,73.1065,-0.94487625,62.88041,0.021900102,91.02122,-2.0035136,53.255524,0
37202,0.0562138671550361,0.0530538682945121,0.2700689,0.09770418,0.07967066,0.0029557564,1537.4913867559835,193154.17271775813,2053.965411615793,145508.38953143754,3495.331815998405,1828303.2046714216,-3.9088914e-05,0.0069280434,83.35433467741936,-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72173,6.770452,92.87257,21.611765,117.26866,-1.3111784,73.47131,5.6817455,100.52637,-16.636873,125.60383,12.16935,123.66207,-1.9619529,52.164986,1.9602653,64.75909,-0.89822775,48.76035,7.7623606,71.51196,2.3758621,102.00459,1.7791142,93.04836,1.3305405,132.01836,3.6150508,182.26515,4.9065995,151.66873,-2.6610513,96.47257,0
42435,0.0641211615699145,0.0600096382088393,0.40891296,0.086500056,0.14232728,0.0015031187,1719.4633657482495,163308.43298305818,2031.8293659086537,105565.9242806773,3782.441190998405,1262984.5682501604,-1.5161455e-06,0.012705841,83.35433467741936,-121.38979,2619.6743,122.49833,414.5375,-14.734729,341.22403,46.12214,193.91731,-8.179258,177.07607,20.172466,106.9469,-19.171894,57.659283,23.036839,77.1547,-11.832729,42.568737,21.154655,58.8517,-6.7227974,48.918488,6.989506,56.535206,-12.730551,61.94805,5.0585384,50.547115,-5.1858063,33.026344,-1.4536041,50.578175,-7.042629,28.908443,2.694213,36.896122,3.4095309,33.671597,-2.7137442,36.34232,0
32027,0.0483942133050465,0.0460522134236322,0.30222705,0.0934117,0.09327623,0.0021507663,1089.0053437267554,231672.8914804512,1411.0016369489492,69763.92695661333,2135.41761075261,1081577.235108431,-1.1602948e-05,0.006779913,161.4990234375,-245.68721,5196.257,140.48125,800.1619,-2.7912185,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.82425,3.563824,118.55096,0.52286255,93.30116,-16.378489,129.11522,6.6293535,105.23015,7.2584243,96.817184,-4.021235,71.328354,1.601125,72.963554,5.8965745,78.65543,-3.0172145,56.011353,-4.7756925,58.363327,-3.0362883,65.715126,-1.9979147,64.9101,-0.04957177,62.9335,-3.9618294,64.81745,0
64747,0.0978355802560917,0.0882637794920456,0.39795133,0.080495425,0.13481365,0.0007786061,2272.469639536216,202331.76050968093,2356.7258988358053,50235.65550967891,5108.157072487674,581335.9337940421,-0.0023938997,0.0081146965,117.45383522727272,-110.285034,1286.2251,90.71587,229.90666,-2.5352983,227.45616,74.0649,114.22637,-11.7630825,113.54915,39.210945,66.07152,-13.171311,86.336784,20.544197,50.4479,-17.162983,47.059044,12.8139715,93.5442,-21.437147,41.11273,5.957196,49.044147,-8.026906,47.139217,4.240609,46.19584,-16.484732,33.894886,6.549281,35.43225,-5.6958103,39.568996,-3.63849,36.250362,-4.8583665,48.235886,1.8528223,46.009598,0
26106,0.0394473204652807,0.0378912293733901,0.2761858,0.097387545,0.10122466,0.0039386256,1309.7746511778666,756135.7535281273,1883.2581499910907,284221.817146246,2765.2346582257837,4686832.922203278,-9.8228405e-08,0.012858709,123.046875,-288.7327,5319.036,105.90115,829.6179,18.776207,433.78073,23.682646,342.53232,5.6820407,381.52655,25.54894,164.24428,-13.463247,228.21718,12.437668,125.63249,-11.963671,196.29906,1.5746145,132.29855,-15.640524,126.26146,-6.632071,81.745636,-11.693039,102.44064,-2.926763,105.24514,-7.375716,82.07757,-15.69388,54.50831,-10.976883,61.209698,-10.892728,44.982956,-18.505384,55.87299,-19.104548,75.34568,0
34865,0.0526825568077075,0.0499071050159101,0.30268323,0.09436195,0.07542555,0.002492628,1390.3828144597212,103083.25105909276,1911.218377959677,88690.56867160683,3006.1467358794957,945931.9719751858,-5.4715665e-06,0.0045763054,135.99917763157896,-230.36378,2989.1604,127.07773,397.76834,7.114696,600.3924,39.767056,176.00688,1.9217217,116.42421,17.410606,100.17703,-5.626918,79.68089,8.2406645,69.49092,-18.116043,60.15173,13.844725,72.71004,-3.7571108,71.56752,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125065,-6.167014,60.68846,-6.2006335,49.88816,-4.5018964,52.91843,-1.8255956,73.46965,-0.51591,94.82006,1.5071843,73.84815,0
48022,0.0725633656394588,0.0672979236065329,0.28868246,0.094142154,0.09575479,0.0021936449,1392.0263573819868,200436.55195545589,1494.8775639943133,43463.63178609578,2811.740048578886,541255.423663085,-1.560946e-05,0.0077454303,95.703125,-228.20984,2813.78,130.32317,689.4209,-23.311424,927.2701,70.20095,397.6454,1.1310548,181.74109,7.584427,154.08311,0.9005107,100.342,1.9828157,88.28392,-6.1644154,61.85798,-9.382748,86.06395,-2.5637798,107.833115,-4.5257525,58.99545,-0.26046434,67.79429,0.17552163,57.04276,-1.5229121,79.448074,1.4664073,80.517586,-6.979135,65.05795,-8.328394,91.87449,4.2368064,119.66019,0.98863935,132.00111,0
37878,0.057235333049257,0.0539594496999976,0.3699634,0.09128445,0.18699834,0.0021595547,1388.632893786857,509403.0899953794,1773.036454869092,164751.99159900844,2754.94268643054,2160448.419658843,4.0739037e-06,0.02469235,135.99917763157896,-130.57875,2304.8357,139.96141,957.4932,-1.2822767,535.62067,39.30623,172.69571,-6.344084,253.5972,19.768291,145.72289,-11.21256,109.66304,27.240303,126.163635,-16.548758,104.95256,7.028904,100.895805,-1.1964594,71.21066,1.6060346,147.50482,-6.6385465,63.255207,4.95183,91.75309,-1.6334735,58.131706,0.9522272,59.63482,-4.84866,75.986885,-5.9729075,66.925186,-2.7949822,51.605545,-6.4880824,67.54782,0
31325,0.047333460261048,0.0450930038007637,0.26306966,0.09996889,0.08692267,0.0025121507,1120.1665690448092,176332.3092267212,1448.122768208087,53858.880806676585,2324.212009226363,1139225.1880237283,-1.0099604e-05,0.0065561477,103.359375,-274.37683,5920.2183,130.40738,500.41647,-6.357468,1342.9836,70.38822,311.49762,13.269664,230.38287,9.47218,155.528,7.7330894,121.50667,-1.2365491,150.25732,-0.5709878,94.17128,-2.297163,68.86657,3.7794154,76.74092,0.08548226,73.51651,-0.936857,126.63781,2.2968419,63.148663,4.2896338,69.60199,-1.6617899,47.883125,-10.439051,49.10369,-6.7934256,39.414467,-1.0635625,44.236256,-1.5890816,83.50596,0
68535,0.1035594157698619,0.0928348631752667,0.45287964,0.07941481,0.20083979,0.0035658428,2030.61703868765,220858.3648089032,1987.199740731664,73937.03718784155,4063.222169101653,847619.9736796903,1.3859515e-06,0.016655367,92.28515625,-57.94168,1749.596,109.0066,452.2612,-36.21867,304.0944,64.044914,150.55827,1.420157,179.70105,26.318415,87.41293,-17.484892,150.62215,20.42565,60.34726,-9.550732,58.454643,18.168364,63.42252,-6.064984,61.46452,13.87447,63.644516,-11.29574,42.675922,4.6680374,59.14605,-6.4108768,37.881554,3.2184381,42.362984,-8.080516,33.424423,-1.7162848,43.28154,-5.4286165,35.17287,-2.57979,38.410805,0
69669,0.1052729399178596,0.0941905480389103,0.33906108,0.08660951,0.25124043,0.0037354217,2141.540773872953,127267.16970943211,2168.08535437961,74571.7125261543,4628.506221904002,970609.0559705852,-1.4876777e-06,0.033674873,123.046875,-29.367115,1404.6522,108.66699,254.32217,-25.570353,268.21945,38.460896,153.98647,-18.340786,203.99947,21.792147,97.207405,-25.148397,100.3202,22.39537,62.93754,-17.588984,83.9312,14.681227,88.7879,-12.085815,61.455338,5.48115,64.42262,-7.693527,64.40304,7.3994966,67.020676,-11.3165245,65.443794,7.225638,68.242516,-9.477632,81.949936,1.937944,70.14037,-6.332123,57.145065,-1.3043141,61.87349,0
29564,0.0446725113857182,0.042676878112211,0.37517473,0.09390214,0.19822708,0.0029519317,1236.310511932634,422770.2039677165,1601.9787178196616,295623.8505250827,2603.544117513776,2486964.890533661,-4.078171e-06,0.02888985,117.45383522727272,-148.64699,4152.3296,145.77013,1369.6218,-9.366608,245.7782,48.437965,160.181,10.546017,220.24794,18.008686,163.10558,-2.6387384,149.30116,16.953346,76.60805,-11.500734,92.67915,8.725779,157.54517,-8.186317,66.26012,3.2097275,103.40925,-0.68163395,69.80346,-0.73274666,54.01219,-6.821222,43.710243,-3.9349344,95.18948,-15.736574,69.78196,-5.607584,102.432655,-5.7882395,54.34581,-0.03701006,55.456993,0
75125,0.113517197194293,0.1006310431354451,0.39618102,0.08521695,0.23508118,0.0071016764,2060.841879871985,229431.43772040267,2084.9166132345213,81916.44143553171,4220.299641549449,1228898.144403692,-1.3255877e-07,0.02907628,112.34714673913044,-39.007614,3888.6172,112.05693,433.61273,-31.819195,178.26457,38.235607,86.949715,-6.3202114,143.87138,23.320457,60.856945,-18.772533,73.53555,23.931019,60.878952,-10.932699,47.91867,13.236961,40.97482,-14.371818,51.7211,13.3270645,44.56148,-10.916337,53.34878,9.787895,50.005768,-5.028813,88.023155,7.2118764,65.627625,-6.7411304,45.3778,2.6567483,55.71316,-4.386095,47.86785,0.41240847,61.181435,0
57782,0.087311157248328,0.0796879190682857,0.39893433,0.085166305,0.12730543,0.0013169601,2155.845202511205,188104.8554259244,2371.9955859117244,60317.49350659318,5011.532444079901,938368.7105344004,-0.0025001701,0.007336125,129.19921875,-109.1407,2209.105,100.619644,230.52611,-8.666454,385.3847,47.35473,83.08291,-6.568465,89.71743,39.617756,92.3731,-8.521924,90.83311,29.572609,40.924587,-16.594837,58.66998,13.170881,113.541695,-24.213415,41.097633,6.5830193,63.028423,-8.652447,43.51108,4.930262,39.02321,-15.440971,38.60438,1.5342577,38.477776,-6.7545257,45.02885,1.4151897,75.8514,-3.9717412,40.48666,3.2871604,68.110146,0
89535,0.1352913444364862,0.1169875965570542,0.28943267,0.08272558,0.103048205,0.0009831687,2513.3453575801773,175980.33560544293,2345.0210767557146,47220.92504084061,5246.740637688515,473136.703992588,-1.9602998e-05,0.0059485324,161.4990234375,-113.20137,1586.7279,88.7261,316.39017,-8.926565,227.4858,49.474174,139.9142,-34.579094,122.9026,15.856426,68.51744,-17.74022,68.03439,14.707291,58.985874,-11.190547,50.512737,15.368716,54.710556,-15.0683975,68.79444,8.74908,61.95054,-18.629265,32.853256,5.456196,78.3533,-9.2695465,78.84931,8.014036,74.87074,-9.542045,56.56997,5.8658543,44.599762,-4.400539,55.80246,3.6217515,81.65336,0
31488,0.0475797604692698,0.0453159268629568,0.20720126,0.085011095,0.029224372,0.00050429604,829.0091476958007,14858.093832701088,1326.0648709023471,111831.38066440812,1014.083968514356,75911.4812639172,-0.0016735246,0.001203049,123.046875,-421.5947,4865.0957,172.78941,628.4477,28.069191,1035.6412,-2.5672548,176.16428,-3.5711489,117.05665,-4.8697968,93.68014,-8.89614,107.288055,-10.693691,119.356476,-7.677652,104.72414,-7.9523697,100.16147,-7.321746,127.1558,-2.7029624,183.0386,-0.91081446,164.84474,-4.214681,84.2531,-8.430779,59.60665,-8.406165,58.708218,-4.1302347,64.74962,-0.41095352,54.71632,0.08817725,79.27521,-0.26952803,134.59425,1
42234,0.0638174416812482,0.0597447758185086,0.27837116,0.08653199,0.029710459,0.0002744434,1243.669161865145,129004.2260339974,1359.0781703717512,57899.91782648183,2352.889639374275,488101.0107391915,0.00066385424,0.00095878384,117.45383522727272,-315.7878,3950.1794,149.6681,506.44693,-30.549936,429.1903,23.213522,56.497944,-8.686289,230.97997,-10.101967,54.31189,-15.724107,87.00903,-4.0400276,72.7652,-7.6393766,97.14549,0.046328187,73.25139,-11.144776,53.333347,-7.673778,71.83987,-5.8676133,63.316864,-4.8578367,58.96469,-5.145053,54.951397,-5.417841,64.94156,-3.1697013,60.100662,1.4593675,55.53837,0.14227715,64.05373,-4.165547,73.14541,1
46468,0.0702152029181286,0.0652850281972946,0.36881214,0.09042808,0.01398589,8.106985e-05,1423.5649268534723,106960.37448241608,1696.6981619752846,49171.741119748345,2926.2090908678942,492324.332460027,-0.0008590751,0.00024411542,123.046875,-385.87155,9370.933,128.65533,409.05414,-26.71042,453.775,39.469887,116.605545,-2.1612148,173.36993,16.753073,60.737118,-5.7280316,127.41556,14.715786,71.90449,-3.0880716,124.17244,12.300446,81.700935,-5.8861976,100.6904,2.7979028,93.01119,3.690245,115.771,10.929424,72.48529,10.53869,67.13428,9.916324,73.02331,6.106343,45.847733,3.5270514,44.173508,-3.323849,66.40745,-3.6731477,84.60216,1
48124,0.0727174921501252,0.0674296584855217,0.2505497,0.08939208,0.019727545,0.00016785991,1396.7128039097008,87107.47464854266,1525.5363770795932,67330.0102533436,2652.764057062065,483826.7313257623,-1.1494744e-05,0.0004739261,112.34714673913044,-358.75812,5662.5996,129.07834,710.442,-30.378685,646.9088,19.878695,121.0603,-10.365978,206.92389,-0.649601,99.02013,-10.599927,126.84091,1.5427624,66.30539,-3.9666152,123.904655,1.871792,73.32018,-8.833108,75.74171,-7.169191,60.896667,-8.212051,66.19132,-5.9446435,75.09647,-0.117432676,82.3028,4.2815914,92.19475,8.969349,118.3018,12.804059,177.28697,14.700517,231.25314,11.517031,254.65,1
52524,0.0793660867278941,0.0730671110053945,0.23666598,0.08528239,0.02913211,0.00014880426,1349.5622465323024,41492.59306239599,1523.3561882840715,34833.49780866602,2443.7437690327724,159539.78097898746,-0.00017364489,0.00094686187,117.45383522727272,-321.24756,1768.4064,136.29433,284.33606,-28.282764,197.57045,31.008644,101.44274,0.5742571,54.313744,0.23691326,70.26701,0.658613,53.98927,-1.3397083,46.773945,-0.05861209,47.87521,-0.42391244,61.386963,-6.176197,67.23079,-0.14452054,71.78634,-0.45497757,93.467926,-0.7290445,63.459373,7.4753556,98.81166,10.970392,159.12769,7.8246856,185.48207,4.318515,109.13788,2.9890995,106.89857,5.8538322,104.45232,1
43736,0.066087030103023,0.0617195345551851,0.23563844,0.086914726,0.03139051,0.00061501586,1180.5324895798897,123771.44024247285,1332.2503128790545,62788.59855422343,2154.852450696056,547862.8868174664,-4.8277802e-06,0.0015021138,117.45383522727272,-362.73184,7759.93,143.90761,1299.1167,-19.005598,512.6593,30.651041,104.033356,1.0206413,116.04863,0.27225065,74.30346,-7.991961,88.69799,-3.8471584,55.521873,-8.934133,116.95795,3.276335,97.33016,-4.429236,201.70393,3.6627495,256.1205,4.9254327,221.50914,3.2560022,243.11226,6.345394,201.72081,6.0740194,130.67653,3.849548,109.350494,-0.25255206,77.56419,1.1743842,106.99368,1.7957982,127.44184,1
30736,0.0464434552141602,0.0442864606819305,0.26748624,0.09005917,0.031705387,0.0013314518,1117.6754413725102,456343.17820439546,1701.5200383376389,577759.9652475017,1992.7705485970127,4182824.369462855,-0.0010543108,0.0019720832,143.5546875,-413.4534,11545.796,143.48242,2292.5972,31.305882,1396.4323,14.029362,182.89426,1.5161095,167.19818,-2.2952943,95.07924,-6.4711924,108.320885,-8.109995,117.135925,-5.934282,73.741905,-4.4754477,74.111946,-2.8047547,63.168118,-0.8226045,52.05622,-1.2224383,71.78658,-2.3896034,100.544914,-3.807118,81.70693,-3.518237,44.53839,-2.7078302,31.789503,-2.3876903,45.659424,0.6111249,59.862854,2.6541553,65.35826,1
33799,0.0510808915541745,0.0484716340722052,0.19099382,0.08189905,0.11531047,0.0029204742,1063.3967230024298,119808.1209978333,1552.7595172076467,164235.46705609772,1610.985025286398,1105890.5277060976,0.0011423547,0.015049305,123.046875,-249.65216,3649.8887,161.55922,574.3136,10.15452,712.9063,-3.0576775,165.67549,-0.57357925,78.32814,-2.0703812,52.60418,-12.1973715,60.89321,-8.612417,58.257687,-14.639438,46.560898,-12.04864,53.683743,-12.293452,45.49892,-7.161874,59.165607,-7.8807263,43.562885,-2.0839584,54.521107,-2.9112883,70.167305,-0.86836725,98.19289,-3.9744017,112.027214,-0.89096886,119.45826,-3.9901187,95.94312,-3.897413,77.6078,1
40159,0.0606820249201413,0.0569997167717326,0.2667711,0.08422152,0.016528226,4.9402897e-05,1214.350255123616,83141.57312376043,1540.1999467319497,54703.52120850663,2164.7530611042635,319257.1382869671,-2.3615971e-06,0.0002830182,143.5546875,-374.65198,3102.1243,153.82292,587.14404,-21.559772,226.05544,20.833046,93.72851,7.002672,67.80462,-3.9453752,68.76316,-2.5165143,102.07471,-2.8052351,61.201107,-4.2927785,67.34743,-4.5061345,59.16831,-5.7571154,49.229343,-4.25979,35.56309,-3.845601,48.706165,-4.5916386,49.81488,-3.636789,44.16877,-2.2832584,46.843258,-3.1167457,54.79817,-0.20936793,66.985405,2.6291044,75.73034,1.8155842,102.70482,1
41488,0.0623617123617123,0.0584727291930273,0.23616467,0.08397744,0.13830632,0.0017512287,1176.94499389589,25237.376474452787,1504.862179816366,31456.495428042366,1903.808462289664,101098.15832420602,0.0008035056,0.017278004,184.5703125,-171.08478,1641.1954,156.89876,252.36038,-21.83331,159.82698,5.3263197,188.17166,-4.0699153,110.7589,-3.731567,78.428185,-8.900291,87.72533,-4.9369226,87.20759,-7.900487,103.58817,-5.393338,95.21204,-9.340079,121.17883,-6.6050344,87.51714,-7.78757,90.59706,-1.352819,81.87085,-3.542935,76.83069,-2.8616688,46.012585,-3.8928695,51.056023,0.28371766,93.04096,-3.4214506,123.237656,-0.9098751,102.526794,1
86810,0.1311737489309362,0.1139671965223399,0.181111,0.08849764,0.084121086,0.0014408537,1807.9280818446175,222103.6274287197,1439.048631053381,51233.61160248009,3073.2943576892403,641974.970333155,-0.00058196957,0.008188151,129.19921875,-299.6929,5247.3022,103.639175,658.11725,-27.674166,288.74387,51.015617,109.83698,12.293651,147.41714,16.498365,69.64057,-10.951071,95.66361,-0.8876352,127.04919,3.8555367,319.0153,12.946044,214.81473,-12.410851,346.4123,2.478124,266.0793,5.1832848,231.80795,-0.7418523,177.35243,-0.6057203,78.73659,-1.1729356,93.02767,5.9353924,117.285675,9.813155,170.8517,-2.6790278,263.77377,-3.0694277,457.2053,1
49845,0.0753179992565662,0.0696451982445541,0.2685064,0.08252865,0.043239165,0.0005844072,1431.0801473589145,74061.06140355942,1558.0173771222123,39273.041325977065,2836.06274244127,305059.2072639608,-2.6501239e-05,0.0019199359,143.5546875,-264.33557,7371.559,138.1797,321.03143,-30.096487,147.68916,37.83662,178.1377,-7.1731243,95.4499,6.7740803,108.36918,-11.809729,73.81504,4.7056303,81.6296,-9.825993,63.123528,5.859127,93.531235,-9.563163,55.42707,2.6768575,85.8654,-4.788712,72.231636,-1.4070551,80.480934,-2.0916638,86.88618,2.9732928,77.67481,3.3565183,86.24634,4.8107743,78.56477,1.7573847,73.03014,-1.8323591,89.71668,1
31587,0.0477293538472696,0.0454512626285917,0.2193211,0.084952556,0.008011807,1.776923e-05,1054.7328870469382,88050.7311845595,1455.7671649274855,49394.57472546325,1947.5391644612816,550116.7047024223,-4.8235474e-06,7.581618e-05,99.38401442307692,-482.57535,4793.4536,154.85045,250.5236,-5.0330453,243.68034,29.729904,48.323273,-1.8655622,156.295,8.21654,39.25389,-4.778444,77.3129,9.632519,60.78583,-3.346674,116.30902,4.530603,79.238655,-10.102243,129.83195,-0.6701805,73.22655,-2.44897,72.76435,-0.16125083,78.00755,1.8729064,51.544018,3.4829504,60.956074,3.385576,57.12385,1.1102743,72.38311,1.2721748,134.27757,-0.6691851,111.34665,1
48462,0.0732282250972357,0.0678658521463442,0.2765987,0.08750711,0.04087724,0.000772578,1358.995444591676,130137.80497838274,1516.3581505261589,48187.99750916307,2668.2852831351506,515740.3745624665,-4.9112183e-05,0.002092043,107.666015625,-286.7648,7855.681,135.92358,530.6477,-24.43564,524.05566,36.658123,142.7689,-6.240166,155.03932,6.963425,71.122795,-8.172439,105.76419,3.8363292,155.44951,-4.407772,87.29625,6.43176,104.58337,-4.132487,82.374435,1.5559708,93.08061,-4.3460455,68.90875,-3.0125496,67.24287,-0.01620349,64.32783,5.6396313,159.79346,3.425168,121.63013,2.8352244,69.338486,1.0982251,63.84589,-0.2922132,91.20515,1
37272,0.0563196402505915,0.0531477383726355,0.27055803,0.08229594,0.023791904,0.00019983428,1216.3713862548866,121036.90483760231,1582.879625942507,72844.33023891032,2560.769150594548,691703.4337447325,-3.4384062e-05,0.000713687,129.19921875,-356.10693,5140.358,139.79785,594.8048,-6.2831244,222.03104,43.18759,75.50103,-8.871487,121.006836,11.056036,63.851048,-8.395702,70.53017,4.4202566,55.49255,-8.28007,84.04758,8.684677,59.022457,-8.132967,59.21221,3.433306,62.929585,-1.4450535,80.89487,-0.41593623,75.76779,-1.7238504,81.892876,-0.2988874,79.39661,-0.6631105,80.80865,1.1574037,105.04091,-0.61886996,92.504,-0.25522968,88.03167,1
