track_id,duration,end_of_fade_in,loudness,start_of_fade_out,tempo,genre
TRAUUIF128F93232FE,215.40526,0.0,-5.66,207.975,169.966,1
TRAAAVG12903CFA543,266.39628,0.084,-6.697,261.747,114.041,1
TRAHHMM128F932D5D9,327.73179,0.398,-10.22,321.3,149.853,1
TRAGEVR128F4276B92,192.20853,0.0,-6.924,188.801,120.938,1
TRAOUAG12903CBD58D,377.36444,0.0,-6.597,370.149,130.957,1
TRAKEDS128F9337392,240.09098,0.0,-7.76,235.085,95.995,1
TRARNZA128F424EC6A,258.29832,0.0,-5.308,250.491,152.99,1
TRAUARF128F9337BD4,301.73995,0.0,-8.874,301.74,141.002,1
TRAKKWR128F9314A64,200.09751,0.247,-3.73,197.497,155.056,1
TRBGBGH128F14A23E5,297.45587,0.206,-4.249,292.659,123.829,1
TRAHUAW128F425BA0B,242.28526,0.374,-13.459,222.778,120.059,1
TRATAFP128F423F8DD,387.97016,0.392,-12.068,379.211,160.011,1
TRACRQV12903CC995F,220.96934,0.113,-5.911,210.338,96.287,1
TRACHKX128F934B07A,280.24118,0.0,-9.074,256.592,64.811,1
TRAXKGF128F92D68E9,314.90567,0.0,-15.734,302.51,241.52,1
TRAYGLA12903CB6576,123.19302,0.403,-14.923,116.465,185.266,1
TRBGNPF128F930AB9B,302.28853,0.467,-20.869,289.622,104.989,1
TRAVPNQ128F933F216,159.76444,0.0,-3.352,159.764,197.143,1
TRAENYD128F424AA32,235.4673,2.101,-9.087,230.58,100.009,1
TRAYRQK128F9346118,233.40363,0.096,-6.857,226.969,97.433,1
TRASMUR128F42775D6,521.56036,0.148,-10.893,508.006,101.99,1
TRAIUYZ128F425BD2F,249.05098,2.264,-15.775,231.329,95.576,1
TRALGOQ128F93409F3,382.14485,0.276,-6.291,350.122,88.05,1
TRASWAT128F93369E7,394.86649,5.108,-8.595,390.026,125.374,1
TRAFDBU128F93095F8,211.17342,0.415,-8.328,187.728,102.009,1
TRAQVJM128F9310F20,556.06812,0.0,-6.817,538.674,122.984,1
TRAPVRU128F9302300,303.22893,0.0,-6.272,298.446,85.03,1
TRAOYPB128F425AF1C,492.30322,0.624,-7.052,487.845,129.994,1
TRAXYGR128EF3456B5,243.9571,0.419,-6.13,230.87,59.496,1
TRBHKYX128F9338977,263.41832,0.0,-7.966,244.965,133.297,1
TRADNPB128F423AEE7,256.31302,0.0,-8.788,247.769,205.972,1
TRBFAPA128F9353136,150.282,0.0,-14.305,142.414,73.314,1
TRAPUVW128F42980AD,467.53914,0.0,-8.912,463.145,91.364,1
TRBEAWP128F422B4D1,47.46404,0.595,-11.088,43.752,72.685,1
TRBFIBL128F423AC68,329.01179,20.016,-22.184,322.577,107.709,1
TRBFFNE128F92F6001,273.34485,0.241,-7.184,260.011,123.004,1
TRAYVVA128EF35F592,70.26893,5.915,-13.798,66.635,109.319,1
TRALOCJ128F427D106,309.28934,0.177,-9.376,303.601,143.812,1
TRBGJZN12903D0D2FC,501.86404,0.0,-14.442,487.004,129.988,1
TRBGCJQ128F1453CB3,155.11465,0.642,-9.009,146.245,123.869,1
TRAZORC128F426C323,195.21261,4.719,-3.592,182.712,129.975,1
TRAONEQ128F42A8AB7,283.76771,7.488,-7.827,278.245,133.326,1
TRATAWT128F426B753,515.65669,0.0,-7.785,509.103,140.021,1
TRAEDDD12903CCF7E7,236.56444,0.0,-4.68,226.743,106.659,1
TRBGBUY128F422B413,188.94322,0.0,-7.549,183.542,99.077,1
TRBBMDA12903CB688E,280.08444,0.0,-6.707,271.621,120.072,1
TRASJHN128F421E3F1,249.49506,0.084,-11.727,239.92,136.936,1
TRANHQB128F92E1B21,272.8224,4.447,-11.151,263.065,110.153,2
TRAAAMQ128F1460CD3,114.78159,0.096,-17.302,114.782,111.787,2
TRATJIU12903CA7269,211.27791,0.0,-10.803,211.278,123.696,2
TRAMUUZ128F933CA08,181.39383,0.363,-11.199,160.073,122.838,2
TRAMBLO128F4287D24,216.65914,0.0,-12.274,205.74,102.176,2
TRBDXOG128F427031F,33.09669,0.125,-11.443,33.097,156.021,2
TRACFYQ128E0784150,242.52036,0.241,-1.622,235.166,88.043,2
TRALUAQ128F427EB26,209.03138,0.0,-10.212,193.91,199.07,2
TRAYTUZ128F4258057,134.81751,0.073,-24.904,122.828,36.802,2
TRAKHAU128F42927B4,226.32444,0.0,-7.958,226.324,146.971,2
TRAGVCD128F42A4C01,327.6273,0.0,-7.144,309.052,107.32,2
TRAADYI128E078FB38,269.7922,0.218,-11.043,257.416,90.218,2
TRAWABG12903CC0F03,251.08853,0.0,-10.978,251.089,192.068,2
TRBCYOI128F1455566,173.60934,0.0,-6.601,161.64,108.013,2
TRBGNPE128E078EC14,242.62485,0.0,-2.198,236.495,90.18,2
TRBBAIC12903D11771,338.96444,0.125,-7.607,336.759,97.955,2
TRAHYFE128F4273577,287.7122,0.0,-3.848,280.108,97.143,2
TRAAMJY128F92F5919,205.58322,0.0,-6.998,202.931,181.115,2
TRABLND12903CA653B,217.41669,0.147,-7.041,214.367,107.185,2
TRBGRQE128F9353A29,247.11791,0.0,-5.178,244.791,161.853,2
TRBHMLU128F429C194,282.38322,0.0,-6.022,280.189,94.31,2
TRATZRV128F42B3F1B,19.12118,0.299,-18.83,19.121,45.554,2
TRAIFYS128F42685F1,265.66485,0.0,-7.425,253.457,109.659,2
TRBBYYL128F4236EBC,313.15546,0.479,-3.528,301.54,98.927,2
TRAKJTB128F148C560,223.4771,2.775,-9.436,209.682,197.741,2
TRAUDWB128F9318EA4,224.31302,0.0,-4.62,219.794,121.978,2
TRBFODQ128F9338635,204.32934,0.183,-8.11,200.609,105.037,2
TRBGYQN128F42BAA17,266.78812,0.206,-6.858,262.229,180.02,2
TRAESJK128E0792227,171.72853,0.067,-5.92,167.445,86.007,2
TRBDAXF128F92F6565,64.65261,0.189,-4.592,57.789,157.696,2
TRAOMKV128F428CD51,289.25342,0.0,-6.407,276.457,156.688,2
TRAUURC128E078EC6E,312.2673,0.0,-3.989,288.502,180.168,2
TRBAAOC128F42A6BEA,85.96853,0.0,-19.67,81.705,110.064,2
TRAFKSA128F930F4FA,246.07302,0.0,-8.15,238.695,179.831,2
TRABGMB12903CF50FE,149.99465,0.129,-5.165,146.036,120.001,2
TRBDVVN128F4285CC6,152.92036,0.0,-7.132,149.728,152.343,2
TRBGNNC128F148D427,188.31628,4.743,-10.553,169.842,186.393,2
TRAUEVU128F42B7B0A,161.35791,0.293,-8.667,148.19,86.819,2
TRATVAI128F42281FE,75.93751,0.0,-3.148,71.459,98.533,2
TRAVKVC128F42671D3,159.4771,0.0,-7.325,159.477,117.882,2
TRBDMJK128F4221E31,264.09751,0.0,-4.762,257.144,74.697,2
TRAGFUR128E078B8B3,211.59138,0.142,-7.239,190.769,100.783,2
TRAILKS128F14A3AC9,161.51465,0.0,-5.095,152.764,78.971,2
TRBIICD128F14553D8,261.61587,3.03,-7.727,255.303,91.005,2
TRAETGI12903CBCC00,151.61424,0.0,-6.265,151.614,197.152,2
TRBHNHZ128F42A6BEF,231.94077,0.0,-3.387,224.641,161.739,2
TRAWBHE12903CBC4CB,269.63546,5.283,-5.388,258.461,104.038,2
TRBFBOG128F9356C6E,291.16036,0.0,-3.349,283.103,180.469,2
TRAAHEG128E07861C3,124.18567,0.0,-10.296,121.005,85.008,2
TRAZQJC128F9353DA3,247.77098,0.084,-5.804,230.028,91.981,2
TRAUDNM12903CDEF32,175.5424,0.0,-4.982,175.542,181.03,2
TRAWEIX128F14B0F05,286.69342,2.415,-10.235,259.373,101.779,2
TRAWOCK128F9300BC3,272.87465,6.31,-11.531,264.429,148.017,2
TRATDKN128E078EDB3,292.25751,0.276,-2.274,279.847,174.651,2
TRAWIXK12903CE8E34,105.69098,0.0,-12.415,102.801,125.804,2
TRBCKNC128F4282300,258.92526,0.0,-5.81,258.925,148.877,2
TRALEER128F4268E6D,187.42812,2.595,-8.821,187.428,88.878,2
TRBIFNO128F42702FB,43.2322,2.485,-12.577,43.232,97.067,2
TRABIJJ128F426A1C1,170.52689,1.425,-10.231,165.849,87.634,2
TRAYXDI128F428CD9C,31.32036,0.0,-12.368,31.32,60.046,2
TRBBVAH128F4270300,108.2771,0.264,-6.929,102.951,160.267,2
TRAYJHF128F4294CB8,249.12934,0.0,-8.138,241.255,163.44,2
TRAOREE128F934DB89,258.19383,0.0,-6.062,245.476,90.902,2
TRANNZZ128F92C22F7,254.1971,0.136,-3.773,246.404,127.952,2
TRADGXJ128E078FB3A,243.53914,0.259,-9.725,235.915,93.174,2
TRASJNR128F14795F7,263.00036,0.374,-5.113,255.379,91.101,2
TRBBBMT128F42A0A4E,237.92281,0.206,-9.093,230.475,101.871,2
TRAVNHK12903CC5B48,90.14812,0.0,-23.923,90.148,191.383,2
TRAAVAH128F4284D7C,234.65751,0.638,-12.75,217.281,119.67,2
TRAKROC128F9326B09,240.45669,0.107,-6.249,234.225,94.146,2
TRAWTKN128F9334CA4,267.49342,0.0,-5.407,262.264,93.991,2
TRAIDBZ12903CF5A37,247.37914,0.0,-10.069,237.9,84.973,2
TRBHFBW128F930A995,234.57914,0.0,-7.459,226.499,150.087,2
TRANYYX128F4276EE3,319.97342,0.0,-6.431,319.973,189.99,2
TRAIWKK128F92FA8A9,222.24934,0.0,-11.255,199.61,99.612,2
TRBICEA128F93668AA,260.38812,0.206,-3.8,252.645,106.644,2
TRBBUBC128F148CBAA,242.75546,5.515,-8.649,239.351,193.919,2
TRAKKMS128F42B3BF6,255.50322,0.0,-6.305,239.055,164.981,2
TRBHJZO128F4215FC5,239.0722,2.479,-4.655,226.778,170.047,2
TRAXAZZ128F4255FAF,234.68363,0.0,-5.464,234.684,183.619,2
TRBAZMR128F423395F,274.1024,0.0,-13.275,264.423,95.779,2
TRADXMA128F4276D94,154.30485,0.385,-8.328,154.305,94.905,2
TRBFZRA128F427030C,294.13832,0.0,-4.603,288.322,93.328,2
TRANDHE128F9305CDA,201.82159,0.154,-5.068,191.327,198.564,2
TRBHZYO128E07862BE,230.50404,0.0,-8.668,211.603,95.752,2
TRAOMQN128F9328043,230.53016,0.0,-4.213,228.026,127.779,2
TRAQJNQ12903CBD304,287.37261,0.0,-14.64,261.979,43.991,2
TRAYQKQ128F1491182,169.69098,0.0,-6.669,165.036,92.551,2
TRAQBGF128F429C893,220.47302,4.801,-11.206,209.038,139.898,2
TRBABHR12903CBCE9C,263.88853,0.0,-11.621,263.889,97.292,2
TRAFZKY128EF36588B,52.79302,2.479,-13.149,48.03,146.852,2
TRAWSXV128F4273E35,274.1024,0.38,-3.414,269.897,91.913,2
TRADJGU128F42A6C00,208.92689,0.0,-6.61,203.697,115.139,2
TRADZLL128F93182D7,64.62649,0.0,-3.985,64.626,90.148,2
TRAKXEO12903CC5BCE,207.85587,0.0,-5.534,207.856,113.534,2
TRBGTPK128F429E5D5,236.64281,0.115,-8.025,231.149,86.918,2
TRBHQAU128F9316C04,260.10077,2.02,-4.595,257.474,169.672,2
TRAIUVT12903CD76F3,493.29587,0.0,-8.648,450.496,127.923,2
TRBFATS128F9319AEB,125.77914,0.136,-7.117,117.307,242.7,2
TRAACVS128E078BE39,173.66159,0.0,-7.762,164.908,41.993,2
TRALMTD128E07862AC,185.83465,0.0,-7.184,185.835,94.146,2
TRANMXY128F1489C65,216.60689,0.464,-12.711,195.704,199.652,2
TRAGALM128F4236C86,200.38485,0.0,-5.167,195.889,85.012,2
TRAXLIU128E07860D4,306.05016,0.125,-4.557,290.313,92.4,2
TRBDYIC128F92F1D17,225.48853,2.287,-4.805,225.489,94.653,2
TRAPLSD128E0781A94,132.51873,0.183,-14.421,132.519,142.409,2
TRAVELY128F42606F8,166.86975,0.102,-9.309,164.281,94.971,2
TRAXKMU12903CA7328,238.81098,0.189,-6.338,226.708,187.835,2
TRBHYBJ128C7196D75,282.04363,0.328,-12.314,273.932,94.499,2
TRAKTFQ128F145698C,315.01016,0.0,-3.05,315.01,74.162,2
TRAVMFC128F428CDE0,227.65669,0.229,-13.239,207.964,93.728,2
TRAJHSS128F930F73A,163.39546,0.0,-9.632,149.879,100.016,2
TRAOOHM128F1453E33,233.92608,0.0,-4.148,224.438,99.742,2
TRARFOC128F92ED401,291.10812,0.0,-3.353,278.32,174.731,2
TRARGTV128F4274FB6,295.1571,0.0,-7.687,295.157,88.12,2
TRBCOBZ128F428005D,233.32526,0.0,-5.755,228.043,151.051,2
TRAZVVL128F930FD4D,267.88526,0.0,-8.602,253.881,95.954,2
TRBICQR128F9322603,44.2771,0.0,-20.656,42.057,70.123,2
TRBHAAK128F92E27BF,68.49261,0.43,-12.919,66.374,142.666,2
TRAVJHK128E078370B,270.10567,0.124,-7.553,257.701,99.914,2
TRAYANL128F9316BF9,323.082,0.0,-2.253,317.864,172.453,2
TRBHQBT128F932AFAD,226.40281,10.617,-7.332,221.112,90.217,2
TRAKOAK128F4248629,171.2322,1.007,-3.326,162.737,181.747,2
TRAIQGR128F4287DF7,256.39138,0.0,-6.888,251.106,106.756,2
TRADBUP128EF354F6C,260.362,0.153,-4.394,249.945,200.079,2
TRBBGUV128F92DFA21,328.48934,3.181,-6.841,292.931,111.997,2
TRBAOBO128F1456D66,285.93587,0.0,-6.671,278.535,96.042,2
TRAGVAO128F4289B5D,298.00444,2.734,-5.16,293.245,87.747,2
TRAZZLJ128E07945F2,335.01995,0.27,-9.406,325.619,219.94,2
TRALWDN128F1456DB7,211.82649,0.0,-7.076,204.655,95.991,2
TRADQAW128F4274A4F,254.09261,0.073,-5.871,233.006,93.988,2
TRAYFKN128F148C55A,34.08934,0.218,-11.851,34.089,185.553,2
TRBIEIZ128F148D778,247.64036,2.014,-5.597,242.707,81.53,2
TRAIBXJ128F4260700,251.14077,0.0,-10.086,248.581,102.829,2
TRBHRGS128F92E535F,206.99383,0.0,-5.435,196.94,40.027,2
TRANREH128F93462CF,207.98649,0.0,-7.804,207.986,103.596,2
TRAPOAD128E0788A38,236.59057,0.0,-8.695,233.349,88.176,2
TRANRIK128F148C860,13.58322,0.218,-24.997,13.583,120.765,2
TRABACN128F425B784,259.44771,0.212,-8.422,249.667,106.689,2
TRAXWLM128F1453E3B,180.55791,0.101,-7.468,178.503,100.05,2
TRBECKU128F428B08A,228.44036,0.0,-6.923,212.068,95.932,2
TRAGMXM128F934AA30,134.03383,0.0,-8.763,127.745,117.464,2
TRBGKTM128F9315B5E,221.98812,0.311,-6.131,219.487,106.023,2
TRBHDSI128F9331867,152.86812,0.0,-5.216,136.417,89.957,2
TRASQLJ128F4288DD0,242.78159,0.221,-4.974,232.716,96.716,2
TRALXLX128E078D1B4,279.90159,0.0,-7.805,268.144,93.925,2
TRBIFOK128EF362D20,315.97669,0.206,-6.823,310.37,104.357,2
TRAAQIH128F428BDEA,192.1824,0.27,-6.258,192.182,155.038,2
TRAEVKG12903CE75F4,240.06485,3.64,-7.359,226.871,87.005,2
TRAIACZ128F428C60A,204.5122,0.0,-11.38,196.499,95.098,2
TRAPIIR128F42AEE95,185.23383,0.0,-4.92,185.234,124.993,2
TRAQIWL12903CF2A34,282.43546,0.0,-6.472,279.899,102.91,2
TRAZJGD128F4289D2A,158.64118,0.0,-7.468,149.763,93.408,2
TRAPZLI128F92DB0CD,205.13914,0.096,-3.094,205.139,126.892,2
TRAJJPB128F1456D6A,237.7922,2.252,-5.345,229.616,120.716,2
TRAMMDM128F425EAA9,287.50322,0.0,-6.748,253.376,85.964,2
TRBCQXJ128F9341051,180.45342,0.59,-3.949,175.444,90.473,2
TRAGLSU128F145FFB2,235.04934,0.0,-9.642,230.284,90.507,2
TRAEQLX128F1468799,262.19057,0.233,-6.453,245.319,144.067,2
TRBGUHQ128F933699C,247.30077,0.135,-4.931,231.091,88.264,2
TRAJSNE128F9305CFD,169.97832,0.0,-12.738,169.978,185.325,2
TRAJJNB128F42A0A4F,276.94975,0.421,-9.716,266.217,102.739,2
TRBHMZS128F42658FF,190.74567,2.119,-5.718,181.748,155.08,2
TRAYYIN12903CAD8C6,304.16934,0.0,-8.613,281.995,104.128,2
TRBBUCK128F42AFAD6,397.5571,0.34,-8.74,394.356,107.022,2
TRALCUP128F426247F,248.5024,0.16,-8.183,243.542,165.967,2
TRAHFOU128F42B3F2A,79.93424,0.258,-22.214,76.788,50.059,2
TRBFWYX128F145F889,98.16771,0.0,-3.887,98.168,123.881,2
TRAIQBX12903CE8E30,105.40363,0.0,-8.451,102.539,121.708,2
TRARVZG128F1497359,274.85995,0.14,-6.696,267.952,177.942,2
TRAKTJE128F93539EF,138.50077,0.299,-9.628,138.501,130.019,2
TRANUTE128F148B17C,263.47057,0.101,-4.043,241.853,147.327,2
TRAUWRW128F9358C69,259.05587,0.165,-4.73,246.399,104.123,2
TRAMJUG128F429F8B2,180.11383,0.339,-6.866,177.133,114.959,2
TRBCYKH128F4241862,364.77342,0.0,-7.932,362.405,142.729,2
TRAMBFD128EF34B848,181.28934,0.0,-4.186,181.289,105.393,2
TRACCKS128F42B77AE,255.73832,0.156,-5.724,252.012,101.167,2
TRBCKYU12903CB5D10,228.80608,0.299,-5.675,228.806,144.038,2
TRAGWJK12903CE640F,267.59791,0.478,-13.306,265.392,73.507,2
TRAXLYT128F9348137,147.22567,2.026,-9.647,140.428,103.967,2
TRAPEPB128E07861CC,199.81016,0.0,-3.58,192.081,92.8,2
TRBBEYU128F4235623,240.71791,0.235,-5.281,229.918,123.998,2
TRAQZQX128F931338F,236.72118,0.258,-5.263,236.721,106.825,2
TRAUCRP128F931364D,156.83873,0.0,-5.924,154.686,108.279,2
TRBHUCN128F932E8D7,311.11791,0.0,-6.818,304.141,164.946,2
TRAWJNK128F92FA89F,222.27546,0.0,-8.149,222.275,94.513,2
TRATHDF128F92FCD1A,182.22975,0.0,-6.759,182.23,95.88,2
TRBEQZJ128F9300B50,310.80444,0.0,-10.311,310.804,87.618,2
TRAMODP128F426247B,269.19138,0.154,-6.875,258.943,90.894,2
TRAUCCU128EF342E18,204.19873,0.0,-13.57,199.001,231.264,2
TRBBJFO12903D074EE,153.57342,0.374,-14.122,150.262,108.301,2
TRALNJR128F145AC96,247.7971,0.157,-15.059,247.797,100.788,2
TRAIPZU128F42418F0,259.36934,0.0,-6.945,259.369,114.752,2
TRAAXEJ12903CA7253,172.01587,0.331,-9.745,167.869,175.393,2
TRAFJVH128F42BC25E,247.562,0.188,-6.57,243.287,106.435,2
TRATMXT12903CC1153,217.62567,0.066,-11.36,198.571,93.951,2
TRAXLAY12903CA8612,451.02975,0.276,-9.836,441.376,213.617,2
TRATBWU128F92CC612,216.92036,0.0,-3.956,216.92,187.893,2
TRAOHHF128F426486F,159.81669,0.164,-9.33,156.845,157.991,2
TRASNMK12903CB95E7,223.89506,0.206,-6.82,219.487,98.01,2
TRAWFYF12903D054FB,177.3971,0.0,-6.043,169.633,154.076,2
TRASBCH128F93369B6,248.37179,0.338,-5.531,235.439,89.145,2
TRATXMS128EF340BEC,227.57832,0.09,-6.404,222.732,95.585,2
TRBFPYV128F421FA78,237.16526,0.351,-22.258,225.768,165.168,2
TRASRRC128F93318B2,168.85506,0.0,-4.127,168.855,110.106,2
TRAWOBY128F931C18E,199.99302,0.0,-5.932,194.566,180.017,2
TRAKKCD128F92D95AC,350.27546,5.137,-15.82,346.093,221.81,3
TRBCAJY128F932C54E,277.21098,0.061,-12.183,257.805,82.763,3
TRBCDRM128F428FCCB,399.51628,0.264,-12.321,387.199,151.391,3
TRAJFEM128F14A2DF4,197.40689,0.0,-13.984,187.559,80.391,3
TRAMBRA128F92D257A,283.37587,0.0,-5.415,271.714,204.791,3
TRALCDJ128F9332573,453.58975,0.147,-7.49,432.744,144.005,3
TRAOWFX128F4261A00,192.07791,3.849,-10.7,189.678,181.469,3
TRANKPC128F92F79F5,382.98077,0.171,-14.856,373.052,124.883,3
TRAVFJV128F92D2043,114.07628,0.0,-13.347,104.96,75.11,3
TRBAVNX128F930C861,304.71791,0.112,-16.657,291.201,206.978,3
TRBGMNM128F932D140,190.74567,0.526,-16.39,188.256,125.693,3
TRASEAT12903CEF0B3,286.53669,0.38,-10.222,275.667,150.028,3
TRAFSSU128EF344074,416.44363,0.0,-17.518,407.789,147.055,3
TRAEUJB128F427B76F,321.56689,0.0,-11.241,304.408,93.848,3
TRAFNBM128F92F4F88,197.72036,0.078,-12.745,190.195,120.138,3
TRAVLBV128F9349C70,87.40526,0.0,-17.253,87.405,102.399,3
TRBDOBL128F933B262,294.55628,0.171,-9.183,282.5,93.373,3
TRAELGF128F42265A9,259.73506,0.078,-6.605,252.5,92.215,3
TRAJCYW128F92EEC32,205.71383,0.0,-8.265,201.253,104.448,3
TRBIHMZ128F42B7CF3,199.75791,0.328,-16.603,195.146,143.764,3
TRAZGIF128F934522F,382.95465,3.628,-12.878,382.955,100.135,3
TRAWLSE128F146B59C,298.9971,0.212,-15.081,294.406,106.012,3
TRBGDOU128F93341A2,338.02404,0.274,-26.862,325.381,103.562,3
TRANZPD128F425ED80,30.45832,0.119,-17.43,30.458,61.589,3
TRAOWVD128F930C0D1,361.56036,0.328,-22.937,355.509,121.887,3
TRAMLGZ12903CA6BC4,313.93914,0.438,-8.316,307.026,101.439,3
TRAOOCO128F9313739,441.7824,0.179,-12.712,428.083,115.212,3
TRANXOR128F930CE22,285.28281,0.282,-9.154,276.126,183.836,3
TRAXYUW128F42981D3,374.17751,0.301,-16.322,350.575,103.719,3
TRAHHSV128F42374E3,245.44608,0.729,-12.785,235.021,244.366,3
TRAVRKK128F92F4F7D,203.65016,0.2,-13.552,195.019,100.278,3
TRAIJVF128F9309AF9,347.79383,0.226,-17.462,335.61,63.134,3
TRAPQRG128F930DF4B,193.74975,0.212,-18.272,184.361,101.307,3
TRAYNXO128F9321E48,270.602,0.166,-8.264,257.515,88.98,3
TRAUKPE128F425ED86,256.20853,0.218,-8.699,242.382,196.004,3
TRBFZEO128F425AFAA,276.40118,0.165,-9.75,262.438,168.069,3
TRBDWMK12903CED145,132.07465,0.212,-7.115,129.289,222.916,3
TRAXEWH12903CF66CB,371.25179,0.177,-8.931,359.52,112.213,3
TRAGAHW12903CA6DBE,309.96853,0.169,-12.469,300.513,110.19,3
TRAYSUA128F9338AD8,368.3522,0.258,-16.223,359.486,127.279,3
TRAUGWE128F42670DB,312.76363,0.55,-13.455,301.952,123.352,3
TRALRKT128F932B1CD,307.40853,0.374,-11.143,302.312,192.301,3
TRAGQWI12903CF58A5,294.53016,0.293,-13.006,291.312,137.908,3
TRAOUEB128F423D59E,229.32853,0.148,-14.048,218.43,109.542,3
TRAXHEX128F92D28D4,166.26893,0.293,-27.754,146.338,87.559,3
TRBELYI128F147E20B,315.08853,0.653,-12.93,300.292,118.606,3
TRAQUBY128F42671D0,267.91138,0.135,-8.945,254.247,93.368,3
TRBDSNM128F930A19E,237.53098,0.388,-13.278,216.288,61.305,3
TRBERUM128F148AC93,236.7473,0.27,-9.2,224.932,154.084,3
TRABCEC128F426456E,197.19791,0.0,-16.113,185.481,159.233,3
TRAEJDC128F92D1684,444.81261,6.194,-8.424,433.824,128.972,3
TRBBOUO128F92D246B,315.14077,0.0,-14.334,305.993,106.552,3
TRAVEQI128F426F935,319.39873,0.357,-13.157,309.081,113.097,3
TRAXNYL128F92DA2B1,152.13669,0.28,-22.457,144.625,172.514,3
TRASSFI128F92E2743,196.04853,0.224,-12.182,188.958,72.117,3
TRAYVOO128F4270AEB,136.93342,0.374,-10.386,131.379,71.913,3
TRAVVUS128F92EA4F9,242.07628,0.0,-12.688,236.263,146.306,3
TRAXPGM128F428BBA6,154.61832,0.672,-15.084,149.014,118.222,3
TRALHES128F425A496,179.12118,1.291,-24.838,175.015,172.809,3
TRAKYHF128F42944ED,285.98812,3.199,-12.853,272.893,84.825,3
TRALKBG128F1457FCF,319.84281,0.0,-10.176,312.616,206.101,3
TRAPARR12903CE2125,632.34567,0.0,-9.8,623.618,71.642,3
TRBGJTK128F93417F6,232.93342,0.467,-19.664,218.041,173.828,3
TRBEJDZ128F92D02F8,348.21179,0.252,-17.722,341.06,94.223,3
TRACMKA12903CB078D,348.36853,0.125,-8.665,331.993,111.465,3
TRAGLUL128F426F94C,283.92444,0.314,-12.921,273.009,167.307,3
TRAMRWS128F14985A2,315.48036,2.374,-11.105,303.705,200.42,3
TRATYKD12903CF5C27,224.93995,0.431,-10.925,218.802,129.988,3
TRAQCIE12903D07754,261.48526,0.0,-19.933,246.567,101.29,3
TRAHULL128F92DDBFB,154.30485,0.0,-11.467,149.838,134.56,3
TRAVSSU128F145DDE9,320.522,0.27,-20.343,283.086,108.234,3
TRBBJPY128F92F31E0,316.73424,0.0,-27.336,290.395,165.476,3
TRADDNQ128F4271974,304.84853,0.0,-5.508,296.025,90.306,3
TRAHOIN128F1473575,206.00118,0.177,-24.57,206.001,72.071,3
TRBCEON12903CEF0C9,201.482,0.717,-5.132,201.482,122.985,3
TRATTGP128F932854B,201.42975,0.41,-18.7,192.435,124.391,3
TRAYHDA128F4265CCC,132.8322,2.734,-9.723,128.627,89.148,3
TRARNJN12903CE49F8,191.63383,0.661,-5.648,186.41,78.843,3
TRAFFDW12903CE53B6,269.322,0.212,-9.041,250.363,140.044,3
TRAZKOL128F4234128,286.6673,0.177,-13.763,280.329,86.172,3
TRADOSF128F9338ADB,194.61179,0.386,-7.683,184.662,110.178,3
TRBGZED128F425DF76,342.88281,0.0,-25.521,333.589,72.677,3
TRAKBGA128F426008F,451.34322,1.116,-7.949,444.082,69.742,3
TRBFPNE128F92E40CB,374.49098,0.3,-12.101,374.491,142.839,3
TRACNPT128F92FBE31,201.09016,0.136,-16.937,187.878,79.53,3
TRBEYPA128F933197C,196.25751,0.2,-15.062,193.469,106.153,3
TRBCWIN128F425ED85,294.76526,0.0,-6.538,294.765,84.623,3
TRAUGLQ128F1495E6D,161.59302,0.0,-19.397,156.154,179.609,3
TRBBOJM12903CD1BDD,185.70404,0.329,-13.207,177.429,138.256,3
TRAJNFU128F4263469,557.68771,0.0,-18.203,557.688,89.868,3
TRAOOJG12903CB752A,329.37751,0.0,-16.849,318.537,94.978,3
TRACAMS128F9307856,326.42567,0.0,-24.83,304.303,95.111,3
TRBCTKV128F42222BD,462.07955,0.0,-6.947,453.671,101.006,3
TRAJJCI12903CE53D7,256.49587,0.235,-9.339,243.345,111.039,3
TRAVFOA128F92F2B38,428.06812,0.0,-5.827,428.068,131.971,3
TRANFIR128F429180A,204.82567,0.351,-12.328,197.062,109.86,3
TRANRZC128F92F3A15,164.64934,0.183,-20.327,150.825,109.265,3
TRALZTM128F423E022,210.33751,0.0,-8.901,202.449,95.87,3
TRAVVDF128F92E6FD7,209.05751,0.262,-17.216,189.672,96.952,3
TRACXGV128F9349C63,52.00934,0.388,-13.227,52.009,78.382,3
TRASVJJ128F424BEDF,471.43138,0.4,-17.502,464.306,82.039,3
TRAMSLB128F9341812,267.4673,0.571,-21.115,252.703,161.694,3
TRAYEQN128F429AF81,72.01914,0.0,-14.57,72.019,89.898,3
TRACPEU128F426EB1F,168.64608,0.224,-17.019,164.066,106.237,3
TRBGDND128F9312B81,212.92363,0.241,-15.237,206.849,112.222,3
TRAQZFU128F429AF8D,142.78485,0.165,-10.666,135.906,135.021,3
TRBEDIR128F4250FBD,234.44853,0.956,-9.878,229.471,149.689,3
TRAADYB128F92D7E73,251.42812,0.071,-12.009,237.598,86.091,3
TRAZSPX128F4275112,92.70812,0.0,-3.972,92.708,142.107,3
TRBHZAC12903CF573E,277.002,0.281,-7.44,263.349,176.014,3
TRACCJA128F149A144,197.19791,0.276,-29.75,187.582,127.782,3
TRAVXZP128F425C677,452.25751,16.736,-16.685,430.66,168.035,3
TRBHVTI128F934DAA4,384.54812,0.212,-15.73,339.458,183.94,3
