track_id,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence
TRBEZYJ12903CAC89F,286.37995,0.38,9,0.58,-5.955,1,0.423,282.291,100.079,4,0.167
TRBEZTX128F4271207,213.60281,0.0,7,0.069,-8.392,0,0.209,206.634,96.024,4,0.559
TRBEZEM128F92F135A,175.41179,0.142,9,0.383,-7.497,1,0.36,172.832,96.703,4,0.697
TRBEZGW128F9337413,236.19873,0.13,2,0.602,-6.396,0,0.557,228.751,90.0,4,0.575
TRBEZEL128E079116D,292.10077,0.254,6,0.292,-14.979,0,0.414,275.731,148.8,4,0.453
TRBEZOR128F14A4E31,281.28608,0.223,7,0.531,-15.776,1,0.663,265.81,116.933,4,1.0
TRBEZBD128F92CE0EE,188.39465,0.206,1,0.139,-11.398,0,0.541,183.182,125.181,4,0.247
TRBEZUP128F9331747,246.69995,0.16,0,0.789,-9.113,1,0.698,246.7,169.193,4,0.0
TRBEIVC128F9320E95,217.57342,0.175,0,0.866,-10.786,1,0.769,207.314,186.44,3,0.934
TRBEIKX12903CCAAE5,404.68853,0.0,6,0.651,-8.45,0,0.689,367.578,88.132,4,0.651
TRBEISX128F9322F51,233.03791,2.757,5,0.276,-4.329,1,0.318,219.974,131.059,4,0.0
TRBEIBI12903CC4C7B,295.13098,0.143,9,0.924,-12.512,1,0.755,284.003,147.087,4,0.839
TRBEISL128F931B107,210.49424,9.66,11,0.901,-5.508,1,0.636,192.104,126.294,4,0.0
TRBEIYU128F92E88A9,123.402,0.104,11,0.886,-15.419,1,0.688,114.637,226.146,4,0.14
TRBEIKK128F14628D6,241.24036,2.27,3,0.0,-8.077,0,0.306,228.711,153.474,4,1.0
TRBEIAM12903CF4476,176.43057,0.688,10,0.185,-8.504,0,0.326,164.711,112.613,4,0.0
TRBEIBI12903CBD2B6,166.24281,0.0,1,0.828,-5.797,1,0.608,156.421,107.669,4,0.618
TRBEIRT128F42A6680,206.8371,0.0,2,0.292,-5.653,0,0.458,199.924,163.604,4,0.478
TRBEVZN128F9330A0D,265.29914,0.351,0,0.644,-10.312,1,0.669,251.298,169.131,1,0.0
TRBEVTM128F92FE2B2,357.642,0.194,11,0.031,-10.851,1,0.384,350.79,114.313,4,1.0
TRBEVSH128F92D5CFC,183.14404,0.636,3,0.588,-16.262,1,0.757,175.375,161.996,4,0.182
TRBEVND128F93429DD,201.42975,0.282,0,0.023,-12.396,0,0.306,185.789,173.903,4,0.767
TRBEVJC12903CCE75B,177.76281,0.061,8,0.573,-8.335,1,0.506,171.862,148.03,4,0.673
TRBEVII12903CA1A06,198.00771,0.258,5,0.645,-15.855,1,0.556,191.733,125.692,1,0.0
TRBEHEY128F92C2852,305.94567,0.0,9,0.262,-7.34,1,0.43,305.946,157.996,3,0.976
TRBEHNT128E0792546,289.12281,0.0,0,0.819,-6.724,1,0.556,271.192,89.296,5,1.0
TRBEHHY12903CF3AE8,176.5873,0.0,7,0.083,-17.59,1,0.293,176.587,115.771,1,0.0
TRBEHGH128E078DEDE,54.12526,0.421,2,0.517,-16.453,1,0.501,49.842,85.875,1,0.553
TRBEHTC128F42150EB,239.43791,0.364,7,0.786,-11.102,1,0.741,230.301,80.039,3,0.836
TRBEHFA128F145B3DA,221.93587,0.09,4,0.529,-13.035,0,0.575,221.936,121.615,4,0.986
TRBEHHL128F92E90F5,211.35628,0.601,9,0.269,-6.574,1,0.361,204.957,120.985,4,0.298
TRBEHKV128F92F93DF,440.18893,0.0,11,0.538,-10.441,0,0.526,407.545,126.966,4,0.0
TRBEHVM128F93506BD,227.89179,0.102,4,0.746,-12.147,0,0.776,215.777,168.989,4,0.163
TRBEHAS128F933A549,324.25751,0.148,11,0.359,-15.969,1,0.289,314.479,89.88,4,0.672
TRBEHDI128F930D7C2,322.19383,0.389,3,0.56,-5.815,0,0.428,316.923,84.639,1,1.0
TRBEHBS128F4233471,213.7073,0.324,8,0.191,-7.754,1,0.348,196.423,112.051,4,0.772
TRBEYEO128F9308A8D,232.48934,4.998,7,0.651,-17.181,1,0.646,209.694,129.233,4,0.77
TRBEYJR128F4292651,249.18159,0.09,1,0.337,-6.297,1,0.429,235.224,84.797,4,0.0
TRBEYOL128F4222488,33.14893,0.0,1,0.199,-8.521,1,0.515,33.149,174.211,4,1.0
TRBEYLQ128F42AA7AF,212.06159,0.305,3,0.692,-10.263,0,0.644,206.483,116.228,4,0.255
TRBEYVD12903CE3DE9,264.59383,0.112,9,0.563,-7.762,1,0.327,254.647,165.171,4,0.0
TRBEYYO12903D0DBB1,321.67138,0.0,9,0.289,-10.458,1,0.477,312.192,129.756,3,0.937
TRBEYIB12903CD273F,208.79628,0.0,7,0.716,-9.28,1,0.591,201.671,125.04,4,0.38
TRBEYPF128F92EA5E8,262.73914,0.351,9,0.523,-8.133,1,0.606,255.507,100.005,4,0.601
TRBEYXK128F427E125,166.84363,0.0,5,0.161,-4.97,0,0.388,158.041,122.061,4,0.842
TRBEYAK128F9334433,217.25995,0.0,9,0.26,-5.095,0,0.348,209.734,208.299,3,1.0
TRBEYPA128F933197C,196.25751,0.2,0,0.601,-15.062,1,0.488,193.469,106.153,3,1.0
TRBEYFC128F4286D0A,316.3424,0.0,4,0.093,-4.775,0,0.298,316.342,105.486,1,0.0
TRBEYTT12903CA0A8E,168.28036,0.392,8,0.41,-8.079,1,0.593,160.885,96.447,3,0.451
TRBEYTH128F9309622,301.50485,5.172,7,0.682,-7.006,1,0.699,285.826,137.953,4,0.25
TRBEYDS128F148C563,198.63465,0.0,0,0.874,-9.384,1,0.617,194.943,97.812,4,1.0
TRBEYYM128F1493C56,258.40281,2.078,4,0.814,-8.647,1,0.714,244.175,83.195,4,0.601
TRBEAMO128F425B75F,229.53751,0.0,5,0.264,-5.426,1,0.384,221.431,139.629,5,0.684
TRBEADA128F1455D45,163.60444,0.328,0,0.536,-11.441,1,0.536,158.139,123.825,4,0.532
TRBEAWP128F422B4D1,47.46404,0.595,0,0.0,-11.088,1,0.0,43.752,72.685,5,0.586
TRBEACH128EF341C45,302.49751,0.218,7,0.137,-8.589,1,0.44,292.728,190.01,4,0.758
TRBEAOU128E0798350,183.48363,0.125,11,0.574,-8.794,0,0.568,173.552,112.006,5,0.269
TRBEAZN128F14858B3,210.18077,0.287,9,0.929,-10.893,0,0.849,194.56,189.859,4,1.0
TRBEARH128F422A535,439.17016,0.107,0,0.0,-15.037,1,0.0,432.843,124.05,4,1.0
TRBEATF128F9309E63,252.9171,0.0,2,0.691,-7.742,0,0.542,248.535,221.796,3,0.772
TRBEAYH12903CBC75F,186.14812,0.34,1,0.001,-2.644,1,0.108,180.518,110.459,4,1.0
TRBEAJB128F4214A06,194.7424,0.211,11,0.041,-7.347,0,0.254,194.742,187.284,4,0.811
TRBEAXZ128F424347B,216.99873,0.0,10,0.155,-5.464,0,0.256,208.834,91.988,4,0.718
TRBEATE128E078F0D8,302.28853,0.148,10,0.189,-4.621,0,0.035,285.124,120.72,4,0.0
TRBEAXM12903CC63F5,202.52689,0.304,2,0.852,-7.753,1,0.709,194.345,109.601,4,0.986
TRBEQPB128F933D621,223.97342,0.0,3,0.305,-5.064,0,0.285,220.079,127.969,4,0.487
TRBEQNB128F9327242,207.09832,0.0,5,0.075,-9.483,1,0.263,192.232,110.509,4,0.0
TRBEQZJ128F9300B50,310.80444,0.0,6,0.015,-10.311,1,0.195,310.804,87.618,4,0.688
TRBEQFT128F4238A28,208.50893,0.137,0,0.002,-8.28,1,0.336,201.12,100.002,4,1.0
TRBEQNH12903CB087E,244.92363,0.204,11,0.114,-6.165,1,0.376,240.309,88.566,3,1.0
TRBEQHL128F4272CBC,99.70893,1.367,9,0.239,-11.404,1,0.39,96.903,118.566,3,0.921
TRBEQUV12903CBD17A,229.58975,2.177,4,0.065,-9.655,0,0.293,222.592,149.844,4,0.462
TRBEQFT128F146BD6D,128.62649,2.345,9,0.376,-10.297,0,0.475,128.626,138.54,3,0.156
TRBEGKI12903CBD34C,152.97261,0.165,2,0.508,-11.947,1,0.443,149.49,94.513,4,1.0
TRBEGMG128F92FD7C4,208.16934,0.0,7,0.628,-5.896,1,0.687,196.975,167.935,4,0.053
TRBEGQC12903CAB228,393.84771,0.247,10,0.062,-9.857,1,0.278,379.635,124.043,4,0.657
TRBEGHL128F92F76E8,223.26812,0.0,10,0.395,-7.532,0,0.461,217.066,100.404,4,1.0
TRBEGJR128F4275E2E,121.73016,0.0,2,0.094,-13.399,1,0.091,121.73,121.47,4,1.0
TRBEGWL128F423F4F1,443.37587,0.0,9,0.0,-4.28,0,0.0,433.389,85.321,3,1.0
TRBEGMU128F9325473,398.54975,0.0,4,0.195,-6.492,0,0.226,389.532,87.527,4,0.494
TRBEGAV12903D16172,42.68363,0.0,7,0.154,-5.601,1,0.5,42.684,136.191,1,0.0
TRBECKU128F428B08A,228.44036,0.0,1,0.118,-6.923,1,0.295,212.068,95.932,4,1.0
TRBECVD128F92F9E21,198.39955,2.467,7,0.545,-16.686,1,0.627,190.555,83.461,3,1.0
TRBECDN128F4225717,147.9571,0.084,1,0.959,-13.842,0,0.793,141.305,155.815,4,1.0
TRBECBY128F148B6F3,170.762,0.295,10,0.213,-23.086,1,0.331,161.547,112.4,1,0.0
TRBECMV128F427614B,149.78567,0.531,7,0.447,-9.979,1,0.38,141.642,124.253,4,0.683
TRBECIP128F42515B1,253.57016,0.223,4,0.851,-7.268,0,0.489,241.162,155.827,4,0.505
TRBECBM128F426AA34,295.33995,0.243,11,0.649,-5.676,1,0.739,285.292,161.868,4,1.0
TRBECAL128F4270F27,368.1171,0.496,9,0.85,-12.157,1,0.562,351.539,58.387,4,0.572
TRBECUJ128F14B0BA7,163.7873,0.403,11,0.733,-20.32,0,0.757,152.108,120.039,1,0.0
TRBECGH12903CC2304,239.0722,0.13,7,0.113,-7.427,1,0.339,235.247,152.887,4,0.0
TRBECNX128F92FA80F,341.65506,0.427,9,0.612,-22.404,0,0.68,324.046,136.778,1,0.367
TRBECST12903CDC40B,174.81098,0.0,2,0.037,-9.315,0,0.468,170.945,110.065,4,0.0
TRBECRX128F423B50B,220.08118,2.258,2,0.28,-5.766,1,0.511,208.149,110.156,4,1.0
TRBECNW128F426BE82,273.52771,0.293,11,0.226,-5.558,0,0.354,258.357,129.991,4,0.306
TRBEKDE128F92E7486,207.77751,5.642,7,0.047,-5.922,1,0.069,207.778,101.994,4,0.273
TRBEKGF12903CBE1C6,219.95057,0.0,9,0.471,-17.493,0,0.4,215.226,88.04,3,1.0
TRBEKJN128F42891EE,235.65016,0.217,1,0.486,-6.171,0,0.353,227.898,152.017,4,0.86
TRBEKGR128F425DA44,327.1571,11.802,1,0.599,-5.234,1,0.532,323.5,138.657,4,1.0
TRBEKMX128F92D7B75,445.17832,0.0,6,0.389,-3.891,1,0.549,445.178,134.188,7,0.736
TRBEKLP128F92FB2BD,225.72363,0.201,2,0.359,-12.62,1,0.36,213.525,128.578,4,0.914
TRBEKNV128F9326A8A,189.20444,0.369,5,0.024,-3.11,1,0.449,186.578,149.998,3,0.697
TRBEUDN128F14860CE,279.40526,0.0,9,0.207,-11.95,0,0.363,263.279,129.99,4,0.246
TRBEUMG128F422305C,180.89751,0.0,9,0.011,-7.279,0,0.249,173.25,101.664,4,0.0
TRBEUSV128F42A5F43,194.97751,0.216,7,0.839,-10.098,1,0.705,189.283,117.939,4,0.812
TRBEUVP128F427831E,191.55546,0.148,4,0.554,-9.618,1,0.576,182.462,94.895,4,0.456
TRBEUOY128F932B2D7,141.16526,0.0,9,0.062,-4.644,1,0.467,131.512,197.471,1,0.0
TRBEUKI128F9318306,238.94159,0.241,9,0.835,-23.977,1,0.651,230.708,174.23,1,0.0
TRBEUWA12903CB5CDE,313.7824,0.0,7,0.351,-10.627,1,0.507,300.797,152.879,4,1.0
TRBEUQH128F93152E8,460.69506,0.061,7,0.085,-9.66,1,0.547,410.738,102.572,4,1.0
TRBELIO128F428F322,90.69669,1.059,7,0.77,-9.282,1,0.685,85.566,130.752,3,0.0
TRBELDP128F427EDD0,132.70159,0.0,7,0.59,-4.123,1,0.5,127.698,133.898,3,0.997
TRBELUA12903CB0371,128.91383,0.0,11,0.564,-16.174,1,0.487,126.142,138.489,1,0.487
TRBELXO128F427CAFA,131.36934,0.205,7,0.693,-9.815,1,0.699,128.395,105.395,3,1.0
TRBELYI128F147E20B,315.08853,0.653,7,0.667,-12.93,1,0.988,300.292,118.606,4,1.0
TRBELVP128F93263B8,556.69506,3.158,10,0.044,-10.252,1,0.172,548.484,130.011,4,0.749
TRBELAZ128F422B87F,463.59465,0.0,8,0.524,-9.932,1,0.431,448.075,208.832,3,1.0
TRBESBZ12903CA0A95,197.69424,2.258,3,0.332,-10.321,0,0.245,183.385,151.752,4,0.52
TRBESGH128E0788912,202.05669,0.0,7,0.828,-10.319,1,0.812,194.473,70.759,3,0.88
TRBESDU128F92F3CE9,234.05669,3.39,7,0.777,-3.398,1,0.527,228.496,100.482,4,0.449
TRBESVW128F92F6960,241.50159,0.345,2,0.734,-2.818,1,0.561,220.259,163.393,4,0.0
TRBESAQ12903CD9497,165.72036,0.073,2,0.316,-8.291,1,0.524,165.72,84.736,1,0.044
TRBESWC128EF34B859,222.32771,0.328,9,0.483,-6.611,1,0.472,210.088,88.024,4,0.864
TRBESDU128F4277813,350.64118,0.113,7,0.615,-21.339,0,0.327,335.256,132.888,3,0.318
TRBESXG128F4243BFB,214.96118,0.345,6,0.329,-9.183,0,0.436,206.17,130.023,4,0.216
TRBESWH128F14722F5,219.97669,0.253,0,0.55,-11.132,1,0.565,211.313,99.914,4,0.944
TRBESEX128F147BB13,279.53587,0.119,8,0.08,-5.852,1,0.42,276.544,129.962,4,0.334
TRBEFQY128F932EE3F,81.71057,0.0,2,0.474,-23.465,1,0.589,74.884,244.268,4,0.32
TRBEFFA128F930F017,208.09098,0.0,7,0.884,-5.637,1,0.766,200.812,133.994,4,0.34
TRBEFFG128E0793C24,260.17914,0.345,0,0.532,-6.076,1,0.515,236.449,61.593,3,0.96
TRBEFKV128F930114A,270.00118,0.374,10,0.546,-17.793,0,0.588,260.899,151.997,7,0.536
TRBEFJE128F932139E,258.42893,0.177,10,0.73,-13.63,1,0.787,227.944,100.02,4,0.554
TRBEFWM128F428EFA8,244.08771,0.223,2,0.323,-5.539,0,0.47,235.566,120.212,4,0.819
TRBEFQB128F932138A,280.0322,0.0,2,0.744,-7.625,1,0.808,273.032,150.061,3,0.028
TRBEFDI12903CCF154,164.25751,0.0,7,0.901,-13.427,1,0.608,159.742,91.517,4,0.904
TRBEFUY12903C98485,494.15791,0.108,8,0.535,-16.708,1,0.659,480.56,134.828,3,0.789
TRBEFAS128F4262569,165.19791,0.222,2,0.088,-8.645,1,0.245,162.696,183.513,4,0.0
TRBEPAL128F932C21B,117.68118,0.757,7,0.246,-9.31,1,0.476,113.029,98.293,1,0.0
TRBEPTD12903CDFD52,476.47302,3.756,9,0.83,-14.369,0,0.817,465.769,67.886,4,0.921
TRBEPAA128F4263E2E,330.63138,0.2,0,0.39,-8.875,1,0.435,316.198,167.871,4,0.225
TRBEPTI128F4266340,261.79873,2.717,0,0.192,-18.679,1,0.397,245.447,141.148,4,1.0
TRBEPWY12903CB1CBE,230.24281,0.299,1,0.327,-5.555,1,0.369,222.906,111.116,7,0.895
TRBEPQG128F42547F6,391.00036,0.372,7,0.79,-22.152,1,0.795,383.332,139.806,5,0.587
TRBEPVA128F932C6FE,117.02812,0.0,11,0.715,-14.43,1,0.654,113.818,120.988,1,0.0
TRBEPMK128F92D61AE,202.94485,0.0,9,0.644,-7.014,1,0.575,202.945,150.418,3,0.873
TRBEPKI128F9353F14,492.45995,0.0,11,0.486,-6.158,0,0.354,486.539,135.993,4,0.151
TRBEMBM128F9324F2B,262.84363,0.486,7,0.664,-12.266,1,0.762,255.466,153.909,3,1.0
TRBEMMZ128F145C514,481.48853,0.25,0,0.624,-15.466,1,0.499,444.929,137.51,4,0.274
TRBEMTF128F42660CA,200.07138,0.095,9,0.67,-4.737,1,0.626,187.826,162.909,4,0.724
TRBEMAH128F424215B,291.57832,0.0,0,0.428,-10.073,1,0.373,291.578,113.837,4,0.0
TRBEMTB128F14ACBDF,77.60934,2.699,5,0.267,-17.944,0,0.621,72.15,82.556,4,0.789
TRBEMRD128F426DEC7,154.61832,0.266,0,0.267,-24.385,1,0.401,144.893,138.257,4,0.324
TRBEMDL128F424ABD6,413.04771,0.247,7,0.163,-7.55,1,0.411,398.791,130.103,4,0.0
TRBEMJC128F14A6E0D,315.03628,0.479,9,0.568,-10.1,1,0.397,309.156,118.175,4,0.901
TRBEXRS128F4269FAA,134.37342,0.206,5,0.569,-13.491,1,0.38,131.181,140.148,4,0.857
TRBEXJN128F42B18D6,208.40444,0.073,1,0.808,-10.223,1,0.73,200.916,127.434,4,0.532
TRBEXRY128F14661D0,25.88689,0.383,2,0.0,-20.74,1,0.0,25.887,92.403,7,0.458
TRBEXHF128F4266092,333.87057,0.0,11,0.36,-7.135,1,0.393,324.22,130.026,4,0.831
TRBEXNJ128F92F6DD6,119.53587,1.03,6,0.273,-11.991,0,0.139,115.136,122.089,4,0.297
TRBEXIO128F9300E56,229.14567,2.606,2,0.767,-5.701,1,0.693,224.833,137.049,1,0.0
TRBEXPZ128F42302F2,259.18649,0.662,0,0.729,-9.073,1,0.565,251.913,127.974,4,0.408
TRBEXUF128F92DF175,341.41995,0.0,7,0.91,-8.652,1,0.635,338.936,162.329,4,0.896
TRBEXHU128F93390C5,238.07955,0.0,5,0.044,-20.519,1,0.386,233.761,98.9,1,0.0
TRBEELS128F42B63A8,344.05832,0.0,7,0.745,-10.634,1,0.713,325.538,167.753,4,0.535
TRBEEWC128F9344A22,203.38893,0.0,0,0.374,-7.762,0,0.481,191.745,103.995,4,0.0
TRBEEMB128F9320082,261.17179,0.0,3,0.087,-6.281,1,0.272,261.172,178.531,7,0.555
TRBEEDK128F424D995,203.54567,0.0,9,0.299,-1.217,1,0.693,203.546,178.518,4,0.0
TRBEEQF128F4283395,433.37098,0.0,1,0.202,-14.057,1,0.498,419.283,84.87,4,0.235
TRBEEJH128F92FAC0D,291.63057,0.0,10,0.048,-8.933,0,0.335,288.908,128.991,1,0.147
TRBEEJS128F9340A8B,297.66485,0.068,7,0.339,-6.454,1,0.413,288.624,215.349,3,0.925
TRBEERY128F4231A2E,255.73832,0.38,5,0.672,-6.137,0,0.621,234.887,143.881,4,0.246
TRBEEWS12903CD0B60,210.54649,0.0,11,0.124,-3.275,0,0.5,205.351,100.078,4,0.917
TRBEEEP128F426C17D,245.96853,0.084,3,0.53,-4.301,1,0.578,238.51,100.013,4,0.416
TRBEEAF128F92E6382,153.88689,0.0,11,0.504,-5.394,1,0.647,150.32,187.874,3,0.425
TRBEEQG128F42732AB,446.24934,0.247,10,0.0,-20.226,1,0.185,436.645,92.341,3,0.646
TRBENHU12903CB6830,229.51138,0.0,0,0.757,-10.685,1,0.703,217.525,156.414,4,0.91
TRBENBG12903CF94B4,395.93751,0.967,4,0.39,-13.585,0,0.498,370.834,106.328,3,0.932
TRBENCK128F4232BB2,213.002,0.0,2,0.208,-6.669,0,0.214,208.486,140.001,4,0.661
TRBENTT128E0781C26,188.1073,0.73,9,0.378,-9.992,1,0.262,188.107,117.634,4,0.525
TRBENNA12903D0411A,141.06077,0.0,4,0.06,-13.425,0,0.412,136.661,181.018,4,0.186
TRBENWE128F424AE09,220.26404,0.216,0,0.117,-19.819,1,0.262,215.098,88.874,1,0.0
TRBENDH128F1467D62,175.25506,0.0,4,0.582,-11.951,1,0.345,175.255,152.942,4,0.492
TRBENIG128F92F281E,41.16853,0.328,4,0.956,-20.678,1,0.655,39.027,89.483,3,0.972
TRBENZB128F429C5FD,500.29669,0.235,0,0.185,-5.021,1,0.489,492.06,120.284,4,0.652
TRBENZA12903CBF40F,179.51302,0.241,4,0.095,-7.413,1,0.467,164.763,97.08,4,0.536
TRBENZL128F1455ECA,146.23302,0.375,0,0.28,-13.261,1,0.441,137.66,112.884,3,0.608
TRBENOX128F4243501,236.5122,0.194,3,0.656,-6.564,1,0.612,222.192,141.982,4,0.331
TRATTRX128F92E764F,146.15465,0.427,1,0.255,-21.852,1,0.523,138.553,143.031,4,0.434
TRATTMT128F149167B,251.66322,3.373,1,0.265,-11.881,1,0.434,243.873,152.448,4,0.0
TRATTGW128F427A82D,315.27138,0.0,9,0.618,-6.611,0,0.591,293.494,156.917,5,1.0
TRATTRI12903CAF946,196.57098,0.125,0,0.72,-5.881,1,0.556,193.875,130.119,4,0.75
TRATTMO128F92D07B1,123.95057,0.351,0,0.489,-13.057,0,0.54,117.255,129.418,4,0.639
TRATTGP128F932854B,201.42975,0.41,9,0.434,-18.7,0,0.449,192.435,124.391,3,0.318
TRATTNI128E0799697,246.09914,3.698,0,0.621,-9.695,1,0.609,221.373,119.06,4,1.0
TRATTTA128F9306B7F,217.86077,0.168,11,0.485,-11.222,0,0.621,211.487,97.997,4,1.0
TRATTAF128F147CA09,245.34159,2.775,9,0.261,-9.044,0,0.352,230.197,104.0,4,0.627
TRATRJV128F428D077,181.34159,0.0,1,0.055,-7.421,1,0.231,181.342,97.982,4,1.0
TRATRPK128F932D69F,323.23873,5.526,2,0.221,-6.793,1,0.244,290.882,96.004,4,0.858
TRATRJL12903CAF484,252.23791,0.154,6,0.078,-14.6,1,0.419,242.387,119.074,4,1.0
TRATRDP128F4261581,34.55955,0.0,5,0.106,-22.785,1,0.328,34.56,130.319,3,0.592
TRATRER128EF3441CE,408.00608,0.0,7,0.55,-20.42,1,0.67,371.839,62.216,1,0.487
TRATRMZ128F42A9AAC,395.83302,0.0,5,0.593,-5.538,0,0.593,382.154,134.115,4,0.565
TRATRGQ12903CB8465,187.24526,0.949,9,0.022,-9.181,1,0.224,181.76,202.179,3,1.0
TRATRMT128F4249901,130.0371,0.346,10,0.765,-11.47,1,0.626,118.085,135.599,1,0.0
TRATRPT12903CE84EF,29.72689,0.0,1,0.297,-6.615,1,0.279,29.727,83.226,1,0.0
TRATRPJ128F4291CA2,110.86322,0.0,8,0.445,-11.905,1,0.443,110.863,119.864,4,1.0
TRATBGP128F1482545,156.682,0.0,11,0.037,-13.229,1,0.187,149.966,129.282,1,0.0
TRATBVA128F9312ACC,228.44036,0.0,8,0.519,-10.571,1,0.508,218.674,122.852,4,1.0
TRATBRK12903CAF9AF,107.49342,0.0,6,0.905,-3.682,1,0.617,102.934,108.176,4,1.0
TRATBYD128F92CE21A,352.02567,0.102,4,0.414,-3.18,0,0.331,337.473,141.813,4,0.405
TRATBFX128F4221186,296.80281,0.311,8,0.667,-10.374,1,0.417,292.891,102.072,7,0.786
TRATBNY128F1485A4A,219.92444,0.205,1,0.283,-7.104,0,0.513,214.158,105.994,4,0.606
TRATBWU128F92CC612,216.92036,0.0,8,0.699,-3.956,0,0.473,216.92,187.893,1,0.557
TRATBNG128F92CADA8,239.882,0.16,4,0.594,-4.335,0,0.332,234.696,195.985,4,0.971
TRATBAU128F92FB282,130.35057,0.247,11,0.075,-8.475,0,0.329,125.707,155.958,4,0.289
TRATBLI128F92F78F8,321.09669,0.218,9,0.605,-7.04,1,0.707,313.951,126.711,3,1.0
TRATBQM128F146DD5B,152.29342,0.334,4,0.645,-13.205,0,0.526,144.637,130.892,4,0.336
TRATBMN12903CC4BAE,144.06485,0.0,5,0.452,-23.045,1,0.464,136.673,95.469,4,0.448
TRATBXO128F1466466,264.69832,0.206,11,0.53,-8.611,0,0.507,257.155,99.058,4,1.0
TRATBWX128F427D343,136.38485,0.0,5,0.0,-9.233,0,0.0,131.338,127.157,4,0.0
TRATBRJ12903D06127,543.97342,0.2,7,0.611,-8.249,1,0.74,494.034,99.644,1,0.052
TRATBMJ12903CB2D45,333.76608,0.503,4,0.446,-10.621,1,0.49,330.275,89.977,4,0.295
TRATOHC128EF3460DA,306.18077,0.827,4,0.0,-4.118,0,0.077,294.522,87.785,3,0.531
TRATOCB128F4220F9F,166.97424,0.16,8,0.347,-24.399,1,0.379,162.104,161.387,7,0.396
TRATOVV128F93448E7,366.0273,0.0,10,0.094,-12.547,0,0.13,366.027,85.952,4,0.541
TRATOHB128F930270D,420.62322,0.0,10,0.726,-9.514,1,0.442,417.599,200.039,3,0.615
TRATOKV12903CDDF0F,138.16118,0.438,7,0.51,-10.654,1,0.592,125.103,116.521,1,0.0
TRATOZH12903CFA6DC,295.10485,11.064,0,0.0,-36.037,1,0.0,273.45,130.77,1,0.0
TRATOQD128F9336A53,355.21261,0.124,7,0.508,-8.127,1,0.627,341.275,96.931,1,0.0
TRATOBZ12903CBA6BC,162.87302,0.107,11,0.377,-7.89,0,0.255,157.768,135.386,1,0.0
TRATOAJ128F422F6A7,186.56608,0.0,2,0.257,-3.086,1,0.304,184.123,83.108,5,0.422
TRATOMT128F4285D7C,326.00771,0.194,6,0.232,-8.28,0,0.336,315.408,158.242,4,0.27
TRATOQR128F426BAEE,145.55383,0.583,6,0.487,-10.905,1,0.593,145.554,148.105,4,0.376
TRATOAL12903CE90D3,181.10649,0.086,0,1.0,-9.737,1,0.969,176.332,120.002,4,0.588
TRATOCH128F4285825,201.9522,2.873,7,0.953,-9.351,1,0.772,187.96,175.628,1,0.0
TRATONC128F4299381,159.16363,0.153,10,0.131,-12.675,1,0.226,153.397,108.498,3,1.0
TRATOFK128F422AD0C,235.28444,0.363,0,1.0,-10.703,1,0.793,225.75,115.196,4,0.863
TRATDTH128F4263AAD,329.66485,0.275,9,0.952,-8.88,1,0.628,316.894,119.089,3,0.731
TRATDKN128E078EDB3,292.25751,0.276,1,0.015,-2.274,0,0.271,279.847,174.651,4,0.505
TRATDIZ128F4242796,255.39873,0.2,2,0.056,-5.635,1,0.479,251.669,152.001,4,0.443
TRATDDM128F93417AF,205.06077,0.0,8,0.449,-6.203,0,0.493,205.061,91.699,4,0.0
TRATDLH128F93384B0,187.24526,0.0,3,0.344,-8.295,1,0.476,179.989,132.61,4,0.0
TRATDSO12903CDC007,564.94975,0.461,10,0.72,-4.204,0,0.631,555.537,85.318,1,0.735
TRATDKN128F4281092,37.01506,0.403,10,0.214,-17.527,1,0.628,37.015,125.124,4,0.0
TRATDDF128F4294E6A,222.53669,0.276,9,0.576,-11.284,1,0.693,202.211,135.776,3,0.934
TRATDYC12903CE48BD,203.85914,0.263,4,0.039,-10.0,1,0.218,199.732,64.475,4,0.0
TRATJNG128F4255834,95.50322,2.206,10,0.578,-10.557,0,0.599,91.411,208.517,1,0.0
TRATJBD128F4263C26,251.89832,0.144,11,0.041,-5.511,0,0.334,237.639,181.3,7,1.0
TRATJXC128F93124CE,270.62812,0.0,6,0.627,-17.864,1,0.658,266.217,165.76,4,0.0
TRATJTH128F92EF33C,220.89098,0.0,11,0.051,-8.571,1,0.405,220.891,93.909,4,0.743
TRATJXZ128F9310ADB,257.27955,0.0,9,0.037,-12.878,1,0.266,251.106,98.18,7,1.0
TRATJIU12903CA7269,211.27791,0.0,4,0.611,-10.803,0,0.528,211.278,123.696,4,0.908
TRATJYF128F930EA84,171.28444,0.205,11,0.656,-18.696,1,0.698,166.667,128.162,4,0.305
TRATJDJ12903CDB82E,260.362,0.0,6,0.453,-8.889,0,0.516,252.024,150.526,4,0.0
TRATJKR128F4269F41,498.83383,0.514,8,0.187,-10.711,1,0.246,469.386,125.057,4,0.432
TRATJSR128F4266791,263.20934,1.199,5,0.345,-8.147,1,0.143,244.976,83.49,4,0.468
TRATWHC128F42644DA,197.51138,0.189,1,0.556,-9.825,1,0.138,189.544,92.643,4,0.805
TRATWQQ128F426F1EC,259.86567,0.0,9,0.6,-12.178,1,0.51,237.656,93.22,4,0.691
