track_id,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,genre
TRBDNNW12903CAFCE1,27.16689,0.0,6,0.049,-25.822,1,0.356,27.167,131.525,1,0.0,1
TRANLLL128F42268D9,1394.75546,11.267,10,0.313,-20.282,0,0.407,1375.184,81.983,4,0.772,1
TRBFWWA128F425BD1E,568.99873,4.685,7,0.777,-18.786,1,0.421,539.312,100.648,4,0.805,1
TRAOQRI128F424399C,418.79465,0.287,7,0.645,-15.199,0,0.503,408.358,101.905,4,1.0,1
TRARBDK128F92C7F0B,191.99955,0.0,7,0.005,-8.862,0,0.47,177.876,145.064,4,0.156,1
TRBAFRG12903CB0FF5,395.85914,0.2,1,0.285,-5.346,1,0.358,386.438,122.956,4,1.0,1
TRAGDAF128F92F928C,229.53751,0.0,0,0.0,-11.957,1,0.0,219.777,163.725,7,0.365,1
TRAYBIE128F92ED977,366.23628,0.0,1,0.329,-12.988,1,0.408,355.741,118.519,4,1.0,1
TRAIQAH128F93402D2,234.73587,8.696,0,0.33,-2.019,1,0.49,228.618,137.936,4,0.333,1
TRBIHQM128F92F83BA,328.6722,0.0,0,0.0,-7.437,1,0.0,308.407,99.998,4,1.0,1
TRALZBV128F4250E60,368.79628,0.463,4,0.183,-11.194,0,0.245,358.185,105.02,4,0.58,1
TRAFLYL128F932DB93,1598.1971,1.03,10,0.152,-7.638,1,0.0,1588.216,74.384,7,0.825,1
TRAAIXN128F428027A,311.40526,0.0,10,0.685,-4.313,1,0.611,300.118,108.367,4,0.36,1
TRBHTUI12903CB00F3,207.882,0.0,4,0.552,-7.309,1,0.063,207.882,110.889,4,0.826,1
TRBCLFF128F92F09CB,89.62567,3.698,1,1.0,-17.51,1,0.944,89.626,150.655,1,0.806,1
TRAAMKL128F9347D8A,44.35546,0.0,1,0.0,-18.147,0,0.0,44.355,136.164,4,0.68,1
TRAASSO12903CDD2FF,303.04608,0.102,1,0.745,-10.57,1,0.556,292.664,210.47,4,0.418,1
TRBGCAK128F425F3CC,225.09669,0.0,4,0.437,-6.504,0,0.397,225.097,94.234,5,1.0,1
TRAZDEN128F4276BA9,504.47628,0.0,6,0.0,-15.046,0,0.309,504.476,123.992,4,0.558,1
TRAYSPP12903CEB12F,379.66322,7.732,1,0.585,-20.269,1,0.442,357.506,106.683,1,0.599,1
TRAXBYL128F92DA505,177.13587,0.0,2,0.936,-4.6,1,0.778,169.657,93.749,3,0.647,1
TRAJCZE128E0785987,268.06812,0.583,1,0.639,-5.051,1,0.592,255.106,129.97,1,0.0,1
TRAFKII128F1487F99,338.02404,0.276,10,0.012,-9.992,0,0.15,325.242,77.352,3,1.0,1
TRAFSIP128F9301AE9,142.52363,0.143,5,0.354,-10.596,0,0.287,133.12,229.808,4,1.0,1
TRBGVWB12903CE31A6,256.73098,0.0,11,0.207,-7.479,0,0.548,245.412,120.103,4,1.0,1
TRAYYCA128F422B2A1,233.27302,0.0,1,0.402,-4.309,1,0.458,109.929,0.0,0,0.0,1
TRBCOMF12903CE7B2A,117.28934,0.0,0,0.665,-4.952,1,0.722,106.04,140.247,4,0.608,1
TRAAELO128F9302DD1,122.64444,0.99,0,0.61,-8.541,0,0.489,109.627,102.538,4,0.869,1
TRAFKHA12903CF0E89,437.9424,0.0,3,0.256,-6.042,0,0.138,433.656,123.994,4,0.95,1
TRAGUMD128F9313BC2,396.87791,7.883,9,0.781,-7.83,1,0.406,388.389,127.902,4,0.034,1
TRAUAHG128F931C55F,280.31955,0.433,10,0.46,-9.198,0,0.438,267.86,109.96,4,0.5,1
TRAJEUV12903D15D6D,420.15302,0.996,0,0.572,-9.801,1,0.611,411.109,125.008,4,0.989,1
TRABAXL128F424FC50,424.12363,0.0,8,0.466,-10.683,0,0.437,403.331,130.006,4,0.628,1
TRBDSPX12903CFA94C,365.60934,2.02,1,0.014,-16.691,1,0.309,343.33,119.901,4,0.835,1
TRAWALQ128F427E65A,254.98077,2.757,2,0.803,-5.533,1,0.616,249.789,99.694,4,1.0,1
TRAVMPT128F4246BE4,214.49098,0.148,0,0.955,-9.114,1,0.966,210.872,200.016,4,0.727,1
TRATFYD12903CAE45A,495.90812,0.0,6,0.411,-9.706,0,0.0,495.908,133.529,4,0.919,1
TRAHMME128F9324425,480.96608,0.0,4,0.379,-6.743,1,0.332,471.946,137.924,4,0.793,1
TRADREG128E07983B8,508.02893,2.572,9,0.026,-6.992,1,0.277,501.365,126.984,4,0.095,1
TRARDRX128F9325812,265.32526,0.42,11,0.013,-6.145,0,0.339,260.807,132.974,4,0.614,1
TRBFMKO128F426EB91,242.18077,0.287,2,0.535,-7.665,1,0.439,235.752,83.341,1,0.694,1
TRAUDFG128F423AC77,62.92853,0.27,10,0.712,-23.563,0,0.681,54.161,160.546,5,1.0,1
TRAGEHE128F423E5A1,933.642,0.0,0,0.36,-10.328,1,0.405,930.807,95.315,1,1.0,1
TRAKWFH128F4236026,279.43138,9.056,7,0.575,-11.554,1,0.648,267.738,129.903,4,0.956,1
TRACSBL128F42480E8,271.85587,0.078,4,0.243,-4.002,1,0.179,267.685,120.119,4,1.0,1
TRBEHDI128F930D7C2,322.19383,0.389,3,0.56,-5.815,0,0.428,316.923,84.639,1,1.0,1
TRANIZO128F9335764,210.20689,0.0,0,0.682,-5.2,1,0.402,203.976,85.332,5,0.512,1
TRAWCQH12903CA9CB0,347.8722,0.159,8,0.0,-5.388,1,0.085,342.413,65.658,1,0.367,1
TRAUGHD128F42A8B9B,405.41995,6.153,11,0.545,-7.495,1,0.508,356.084,92.699,5,0.78,1
TRAETFX128F933CE66,215.84934,0.0,10,0.139,-8.178,0,0.503,215.849,115.862,4,0.721,1
TRAVMWQ128F934B098,335.5424,0.0,0,0.451,-9.277,1,0.512,324.899,184.004,4,0.891,1
TRBABTX128F92F9343,366.39302,2.026,10,0.779,-18.014,0,0.652,358.928,130.956,4,0.981,1
TRAKVJB128F4279598,348.55138,0.0,9,0.27,-7.881,1,0.215,348.551,138.046,4,0.0,1
TRAZCYR12903C98F1D,264.77669,2.566,4,0.0,-12.796,0,0.0,241.36,120.162,4,0.289,1
TRAAGEC128E079252C,426.89261,0.286,0,0.05,-12.951,0,0.395,399.9,63.017,4,0.378,1
TRABUJF128F933ABF7,345.75628,2.096,5,0.183,-7.743,0,0.25,326.531,100.032,4,0.996,1
TRBEGQC12903CAB228,393.84771,0.247,10,0.062,-9.857,1,0.278,379.635,124.043,4,0.657,1
TRAUHVP128F933657C,433.94567,7.866,6,0.114,-7.77,1,0.46,423.027,89.385,4,0.234,1
TRBAIWG12903CCF884,231.13098,0.0,6,0.133,-3.173,1,0.247,228.119,86.664,1,0.931,1
TRBHPLS12903CB0FE6,276.13995,0.0,11,0.043,-1.814,0,0.248,272.533,130.052,4,0.505,1
TRAJIDY128F931C89D,100.20526,0.0,1,0.434,-6.885,1,0.335,100.205,134.104,4,0.0,1
TRAFRYJ128F92E638B,441.96526,0.102,10,0.593,-6.962,0,0.562,439.478,133.903,3,0.312,1
TRAHKCD128F42969ED,406.17751,3.657,10,0.516,-11.128,1,0.477,406.178,86.675,3,0.291,1
TRAYTNG128F92F9F64,33.20118,0.142,0,0.378,-8.837,1,0.408,33.201,88.678,1,0.993,1
TRAFJJJ128E078E0B8,283.24526,2.601,0,0.568,-9.805,1,0.477,275.934,126.007,4,0.45,1
TRBBNHZ128F423E599,478.45832,0.909,9,0.485,-13.27,0,0.437,470.407,87.982,4,1.0,1
TRATQII12903CC785F,193.72363,5.973,5,0.065,-6.149,1,0.507,188.929,180.012,4,0.0,1
TRAZSZD128F424AA49,235.07546,0.31,9,0.171,-10.589,0,0.438,235.075,140.007,4,0.185,1
TRAEUMH128F42592BF,262.79138,3.767,1,0.491,-9.199,0,0.443,252.302,100.01,4,0.718,1
TRAIGRF128F9332355,323.00363,0.0,8,0.536,-5.533,1,0.515,308.373,91.997,1,1.0,1
TRAQMLV128F92F33CB,296.30649,0.154,11,0.002,-12.712,1,0.209,287.01,166.891,4,0.799,1
TRATZPD12903CC99FB,243.56526,0.0,7,0.376,-5.683,1,0.403,243.565,102.429,4,0.591,1
TRASVHR12903CD01C9,214.09914,0.154,2,0.614,-15.299,1,0.424,201.433,126.011,4,1.0,1
TRBGBDH12903CE9EA8,283.32363,3.355,2,0.055,-12.195,1,0.389,273.908,118.926,4,0.671,1
TRABMBK12903CB8E0A,59.89832,0.0,1,0.705,-27.806,1,0.694,59.898,75.127,1,0.909,1
TRBAXCB128F931C8AF,235.20608,0.0,7,0.021,-7.012,1,0.381,227.915,142.001,4,0.319,1
TRAZHMT12903C9D27E,360.98567,8.684,2,0.593,-9.795,1,0.591,360.986,131.98,4,0.0,1
TRABUIN128F93022FF,327.88853,0.0,10,0.441,-5.703,0,0.456,316.772,127.0,4,0.223,1
TRADQJL128F92D9957,351.32036,2.914,2,0.456,-7.168,1,0.497,344.752,128.976,4,0.0,1
TRAGQLG128F9351109,296.33261,0.334,1,0.379,-8.209,1,0.428,287.277,118.203,4,0.373,1
TRAEKCV128E0781A5B,309.57669,3.065,1,0.579,-8.907,0,0.429,296.118,130.017,4,0.573,1
TRAWJDS128F4262D92,116.45342,0.0,9,0.402,-12.692,0,0.616,106.69,110.182,4,0.501,1
TRBHRKE12903CFC929,375.48363,0.0,2,0.678,-3.506,1,0.278,361.558,137.976,4,1.0,1
TRADLZB128F933BB9B,406.38649,2.705,10,0.444,-1.723,0,0.365,406.386,103.807,4,0.446,1
TRAADQX128F422B4CF,175.72526,0.734,0,0.522,-10.93,1,0.474,168.699,141.919,4,0.445,1
TRBEVTM128F92FE2B2,357.642,0.194,11,0.031,-10.851,1,0.384,350.79,114.313,4,1.0,1
TRAWQYC128F931A8BE,252.86485,0.0,4,0.061,-11.166,0,0.251,244.187,113.968,4,0.558,1
TRAEOMT128F92FE852,71.99302,0.0,8,0.0,-28.475,1,0.0,61.597,97.845,4,0.658,1
TRAREOY128F93199EF,371.87873,0.0,10,0.088,-13.08,1,0.421,342.57,87.003,4,0.551,1
TRAFRBN128F93095F4,241.68444,0.154,0,0.328,-8.948,0,0.357,222.662,140.025,4,0.579,1
TRAILFA128EF349FE5,256.83546,3.181,9,0.203,-6.787,0,0.516,254.258,86.624,3,1.0,1
TRBCRDS128F426018C,401.65832,0.266,1,0.866,-14.129,1,0.67,381.185,124.754,4,0.421,1
TRBBZJW12903CF71A6,405.10649,0.0,10,0.822,-5.988,1,0.606,405.106,127.995,4,0.761,1
TRAKEVX128F4246BF3,268.90404,0.14,0,0.535,-9.655,1,0.339,262.589,90.017,4,0.651,1
TRARYHD128F9344512,265.53424,0.0,5,0.364,-7.811,0,0.397,241.586,127.984,4,0.0,1
TRAGFJM128F427E764,170.05669,0.0,9,0.326,-9.502,1,0.479,170.057,72.073,4,1.0,1
TRAJNWY128E078907F,312.08444,0.612,11,0.541,-8.775,0,0.485,304.007,119.562,4,0.316,1
TRBCGNI128F426C330,289.04444,0.0,11,0.637,-2.846,0,0.655,280.874,128.006,4,1.0,1
TRAUYLT128F427538E,233.22077,0.136,11,0.362,-4.741,0,0.434,212.759,154.998,4,0.869,1
TRAANTZ128E0792529,168.56771,0.0,7,0.576,-16.968,0,0.621,159.637,130.284,4,0.706,1
TRAFRJH128E0781C5B,159.11138,0.287,1,0.687,-20.142,1,0.669,141.816,98.823,7,0.858,1
TRBIBTU128F92FDC9D,369.57995,0.0,1,0.0,-6.555,1,0.114,356.926,110.0,4,0.662,1
TRAHFCR128F422A375,277.39383,3.408,10,0.031,-10.87,0,0.245,271.134,179.987,4,0.0,1
TRACBWX128F92FD725,260.54485,0.073,1,0.0,-5.202,1,0.157,252.204,129.984,4,0.0,1
TRASNRV128F931AE2E,242.96444,3.733,11,0.719,-10.149,1,0.42,231.474,85.599,3,1.0,1
TRAPSLP12903CC80EC,460.79955,0.0,8,0.012,-7.569,1,0.225,460.8,125.015,4,0.76,1
TRANWOF12903CB3E19,228.85832,5.492,10,0.058,-6.642,0,0.454,216.99,130.006,4,0.0,1
TRAEXXT128F427AF12,354.06322,0.067,7,0.091,-11.96,1,0.354,336.202,105.982,4,0.028,1
TRAMVOM128F42ACB16,275.12118,0.0,0,0.515,-7.852,1,0.431,275.121,130.002,4,0.0,1
TRANOEV128F427957F,304.45669,0.0,9,0.021,-6.934,1,0.118,300.994,134.113,4,0.207,1
TRAHUGQ128F92FF08F,472.52853,0.18,7,0.087,-13.207,0,0.427,429.941,100.013,4,0.831,1
TRAFTDN128F427C29D,381.17832,0.0,7,0.455,-6.36,1,0.528,377.295,134.5,4,0.477,1
TRAMSSK128F92FDC80,305.55383,0.0,10,0.255,-6.628,0,0.285,293.03,116.795,4,0.772,1
TRAGQMQ12903CC4279,275.3824,0.0,7,0.507,-11.428,1,0.539,268.411,133.64,4,0.718,1
TRAUTTP128F425BDEB,312.86812,3.361,1,0.315,-6.361,1,0.565,308.785,96.732,5,1.0,1
TRARWSY128F92FE87E,226.11546,0.0,11,0.086,-7.551,0,0.469,226.115,102.093,3,0.974,1
TRAEVLC128F9306C77,102.94812,0.316,9,0.474,-7.42,1,0.512,97.263,161.196,1,0.084,1
TRACOUL128F425BDE0,252.52526,0.0,6,0.478,-5.434,0,0.504,249.661,215.916,5,1.0,1
TRAUUIF128F93232FE,215.40526,0.0,2,0.411,-5.66,1,0.406,207.975,169.966,4,0.952,1
TRAAAVG12903CFA543,266.39628,0.084,7,0.053,-6.697,0,0.473,261.747,114.041,4,0.878,1
TRAHHMM128F932D5D9,327.73179,0.398,7,0.022,-10.22,1,0.368,321.3,149.853,3,1.0,1
TRAGEVR128F4276B92,192.20853,0.0,5,0.352,-6.924,0,0.49,188.801,120.938,4,1.0,1
TRAOUAG12903CBD58D,377.36444,0.0,0,0.097,-6.597,1,0.108,370.149,130.957,4,0.0,1
TRAKEDS128F9337392,240.09098,0.0,0,0.657,-7.76,0,0.941,235.085,95.995,5,0.508,1
TRARNZA128F424EC6A,258.29832,0.0,8,0.269,-5.308,0,0.521,250.491,152.99,4,0.42,1
TRAUARF128F9337BD4,301.73995,0.0,10,0.456,-8.874,1,0.481,301.74,141.002,4,0.192,1
TRAKKWR128F9314A64,200.09751,0.247,10,0.019,-3.73,1,0.329,197.497,155.056,4,0.0,1
TRBGBGH128F14A23E5,297.45587,0.206,2,0.011,-4.249,1,0.311,292.659,123.829,4,0.395,1
TRAHUAW128F425BA0B,242.28526,0.374,9,0.438,-13.459,0,0.521,222.778,120.059,3,1.0,1
TRATAFP128F423F8DD,387.97016,0.392,1,0.176,-12.068,0,0.192,379.211,160.011,4,0.76,1
TRACRQV12903CC995F,220.96934,0.113,4,0.374,-5.911,0,0.339,210.338,96.287,4,1.0,1
TRACHKX128F934B07A,280.24118,0.0,0,0.0,-9.074,1,0.119,256.592,64.811,4,0.24,1
TRAXKGF128F92D68E9,314.90567,0.0,6,0.355,-15.734,0,0.232,302.51,241.52,4,1.0,1
TRAYGLA12903CB6576,123.19302,0.403,2,0.126,-14.923,1,0.399,116.465,185.266,4,0.331,1
TRBGNPF128F930AB9B,302.28853,0.467,2,0.276,-20.869,0,0.368,289.622,104.989,4,0.449,1
TRAVPNQ128F933F216,159.76444,0.0,9,0.235,-3.352,0,0.355,159.764,197.143,7,0.479,1
TRAENYD128F424AA32,235.4673,2.101,6,0.938,-9.087,1,0.693,230.58,100.009,4,0.657,1
TRAYRQK128F9346118,233.40363,0.096,2,0.119,-6.857,1,0.422,226.969,97.433,4,0.847,1
TRASMUR128F42775D6,521.56036,0.148,7,0.307,-10.893,1,0.417,508.006,101.99,4,0.777,1
TRAIUYZ128F425BD2F,249.05098,2.264,1,0.704,-15.775,0,0.858,231.329,95.576,4,0.453,1
TRALGOQ128F93409F3,382.14485,0.276,3,0.796,-6.291,1,0.672,350.122,88.05,3,1.0,1
TRASWAT128F93369E7,394.86649,5.108,6,0.011,-8.595,1,0.347,390.026,125.374,5,0.711,1
TRAFDBU128F93095F8,211.17342,0.415,11,0.518,-8.328,0,0.577,187.728,102.009,4,0.43,1
TRAQVJM128F9310F20,556.06812,0.0,9,0.099,-6.817,0,0.46,538.674,122.984,5,1.0,1
TRAPVRU128F9302300,303.22893,0.0,2,0.0,-6.272,1,0.211,298.446,85.03,4,0.215,1
TRAOYPB128F425AF1C,492.30322,0.624,0,0.769,-7.052,0,0.66,487.845,129.994,4,0.54,1
TRAXYGR128EF3456B5,243.9571,0.419,0,0.773,-6.13,1,0.534,230.87,59.496,1,0.0,1
TRBHKYX128F9338977,263.41832,0.0,8,0.06,-7.966,1,0.342,244.965,133.297,3,0.411,1
TRADNPB128F423AEE7,256.31302,0.0,2,0.723,-8.788,1,0.508,247.769,205.972,4,0.785,1
TRBFAPA128F9353136,150.282,0.0,0,0.334,-14.305,1,0.473,142.414,73.314,7,0.991,1
TRAPUVW128F42980AD,467.53914,0.0,6,0.717,-8.912,1,0.445,463.145,91.364,5,0.996,1
TRBEAWP128F422B4D1,47.46404,0.595,0,0.0,-11.088,1,0.0,43.752,72.685,5,0.586,1
TRBFIBL128F423AC68,329.01179,20.016,8,0.05,-22.184,0,0.251,322.577,107.709,4,1.0,1
TRBFFNE128F92F6001,273.34485,0.241,1,0.0,-7.184,1,0.0,260.011,123.004,4,0.161,1
TRAYVVA128EF35F592,70.26893,5.915,9,0.601,-13.798,1,0.606,66.635,109.319,7,0.368,1
TRALOCJ128F427D106,309.28934,0.177,8,0.0,-9.376,1,0.232,303.601,143.812,4,1.0,1
TRBGJZN12903D0D2FC,501.86404,0.0,6,0.041,-14.442,1,0.343,487.004,129.988,4,0.607,1
TRBGCJQ128F1453CB3,155.11465,0.642,1,0.468,-9.009,1,0.379,146.245,123.869,1,0.681,1
TRAZORC128F426C323,195.21261,4.719,10,0.87,-3.592,1,0.621,182.712,129.975,4,1.0,1
TRAONEQ128F42A8AB7,283.76771,7.488,4,0.178,-7.827,0,0.366,278.245,133.326,5,0.974,1
TRATAWT128F426B753,515.65669,0.0,7,0.73,-7.785,1,0.737,509.103,140.021,3,0.174,1
TRAEDDD12903CCF7E7,236.56444,0.0,6,0.35,-4.68,1,0.568,226.743,106.659,4,0.925,1
TRBGBUY128F422B413,188.94322,0.0,7,0.698,-7.549,1,0.715,183.542,99.077,4,1.0,1
TRBBMDA12903CB688E,280.08444,0.0,2,0.211,-6.707,1,0.495,271.621,120.072,5,0.436,1
TRASJHN128F421E3F1,249.49506,0.084,9,0.729,-11.727,1,0.527,239.92,136.936,4,0.0,1
TRANHQB128F92E1B21,272.8224,4.447,1,0.341,-11.151,1,0.32,263.065,110.153,4,1.0,2
TRAAAMQ128F1460CD3,114.78159,0.096,1,0.0,-17.302,1,0.0,114.782,111.787,1,0.0,2
TRATJIU12903CA7269,211.27791,0.0,4,0.611,-10.803,0,0.528,211.278,123.696,4,0.908,2
TRAMUUZ128F933CA08,181.39383,0.363,7,0.437,-11.199,0,0.516,160.073,122.838,1,0.87,2
TRAMBLO128F4287D24,216.65914,0.0,6,0.142,-12.274,0,0.532,205.74,102.176,4,0.783,2
TRBDXOG128F427031F,33.09669,0.125,3,0.545,-11.443,0,0.528,33.097,156.021,5,0.381,2
TRACFYQ128E0784150,242.52036,0.241,11,0.639,-1.622,1,0.446,235.166,88.043,4,1.0,2
TRALUAQ128F427EB26,209.03138,0.0,6,0.325,-10.212,0,0.393,193.91,199.07,7,1.0,2
TRAYTUZ128F4258057,134.81751,0.073,0,0.478,-24.904,0,0.331,122.828,36.802,1,0.0,2
TRAKHAU128F42927B4,226.32444,0.0,10,0.268,-7.958,0,0.374,226.324,146.971,5,0.7,2
TRAGVCD128F42A4C01,327.6273,0.0,10,0.584,-7.144,0,0.457,309.052,107.32,3,0.995,2
TRAADYI128E078FB38,269.7922,0.218,7,0.715,-11.043,1,0.614,257.416,90.218,4,1.0,2
TRAWABG12903CC0F03,251.08853,0.0,7,0.627,-10.978,1,0.619,251.089,192.068,4,0.653,2
TRBCYOI128F1455566,173.60934,0.0,1,0.5,-6.601,1,0.452,161.64,108.013,4,1.0,2
TRBGNPE128E078EC14,242.62485,0.0,1,0.315,-2.198,1,0.403,236.495,90.18,4,0.93,2
TRBBAIC12903D11771,338.96444,0.125,11,0.704,-7.607,1,0.634,336.759,97.955,5,1.0,2
TRAHYFE128F4273577,287.7122,0.0,8,0.284,-3.848,0,0.215,280.108,97.143,4,1.0,2
TRAAMJY128F92F5919,205.58322,0.0,7,0.025,-6.998,0,0.312,202.931,181.115,4,0.701,2
TRABLND12903CA653B,217.41669,0.147,1,0.329,-7.041,1,0.249,214.367,107.185,4,1.0,2
TRBGRQE128F9353A29,247.11791,0.0,0,0.491,-5.178,0,0.41,244.791,161.853,4,0.628,2
TRBHMLU128F429C194,282.38322,0.0,10,0.307,-6.022,0,0.405,280.189,94.31,3,0.694,2
TRATZRV128F42B3F1B,19.12118,0.299,5,0.0,-18.83,1,0.0,19.121,45.554,1,0.0,2
TRAIFYS128F42685F1,265.66485,0.0,1,0.788,-7.425,1,0.503,253.457,109.659,4,0.805,2
TRBBYYL128F4236EBC,313.15546,0.479,11,0.533,-3.528,1,0.294,301.54,98.927,4,1.0,2
TRAKJTB128F148C560,223.4771,2.775,1,0.903,-9.436,0,0.61,209.682,197.741,4,0.976,2
TRAUDWB128F9318EA4,224.31302,0.0,6,0.194,-4.62,1,0.438,219.794,121.978,4,0.925,2
TRBFODQ128F9338635,204.32934,0.183,1,0.334,-8.11,1,0.364,200.609,105.037,4,0.649,2
TRBGYQN128F42BAA17,266.78812,0.206,10,0.055,-6.858,0,0.199,262.229,180.02,4,0.856,2
TRAESJK128E0792227,171.72853,0.067,0,0.76,-5.92,1,0.649,167.445,86.007,4,1.0,2
TRBDAXF128F92F6565,64.65261,0.189,8,0.085,-4.592,1,0.126,57.789,157.696,4,1.0,2
TRAOMKV128F428CD51,289.25342,0.0,2,0.808,-6.407,1,0.58,276.457,156.688,4,0.801,2
TRAUURC128E078EC6E,312.2673,0.0,11,0.313,-3.989,0,0.315,288.502,180.168,4,1.0,2
TRBAAOC128F42A6BEA,85.96853,0.0,6,0.442,-19.67,1,0.607,81.705,110.064,4,0.437,2
TRAFKSA128F930F4FA,246.07302,0.0,1,0.0,-8.15,0,0.0,238.695,179.831,4,0.0,2
TRABGMB12903CF50FE,149.99465,0.129,9,0.634,-5.165,0,0.525,146.036,120.001,4,0.548,2
TRBDVVN128F4285CC6,152.92036,0.0,11,0.823,-7.132,1,0.587,149.728,152.343,4,0.782,2
TRBGNNC128F148D427,188.31628,4.743,10,0.82,-10.553,0,0.684,169.842,186.393,4,0.506,2
TRAUEVU128F42B7B0A,161.35791,0.293,1,0.0,-8.667,1,0.245,148.19,86.819,4,0.855,2
TRATVAI128F42281FE,75.93751,0.0,4,0.536,-3.148,1,0.531,71.459,98.533,3,0.801,2
TRAVKVC128F42671D3,159.4771,0.0,4,0.127,-7.325,1,0.362,159.477,117.882,4,1.0,2
TRBDMJK128F4221E31,264.09751,0.0,8,0.642,-4.762,1,0.551,257.144,74.697,3,0.849,2
TRAGFUR128E078B8B3,211.59138,0.142,5,0.246,-7.239,1,0.371,190.769,100.783,4,1.0,2
TRAILKS128F14A3AC9,161.51465,0.0,10,0.459,-5.095,0,0.463,152.764,78.971,4,0.954,2
TRBIICD128F14553D8,261.61587,3.03,0,0.741,-7.727,1,0.612,255.303,91.005,4,1.0,2
TRAETGI12903CBCC00,151.61424,0.0,6,0.756,-6.265,1,0.478,151.614,197.152,4,0.094,2
TRBHNHZ128F42A6BEF,231.94077,0.0,4,0.091,-3.387,0,0.168,224.641,161.739,4,0.342,2
TRAWBHE12903CBC4CB,269.63546,5.283,10,0.403,-5.388,1,0.411,258.461,104.038,4,0.742,2
TRBFBOG128F9356C6E,291.16036,0.0,9,0.193,-3.349,1,0.226,283.103,180.469,4,0.82,2
TRAAHEG128E07861C3,124.18567,0.0,1,0.074,-10.296,0,0.492,121.005,85.008,5,1.0,2
TRAZQJC128F9353DA3,247.77098,0.084,11,0.443,-5.804,1,0.512,230.028,91.981,4,1.0,2
TRAUDNM12903CDEF32,175.5424,0.0,6,0.0,-4.982,1,0.136,175.542,181.03,4,0.054,2
TRAWEIX128F14B0F05,286.69342,2.415,1,0.69,-10.235,0,0.44,259.373,101.779,4,0.978,2
TRAWOCK128F9300BC3,272.87465,6.31,0,0.039,-11.531,0,0.526,264.429,148.017,4,0.363,2
TRATDKN128E078EDB3,292.25751,0.276,1,0.015,-2.274,0,0.271,279.847,174.651,4,0.505,2
TRAWIXK12903CE8E34,105.69098,0.0,8,0.581,-12.415,0,0.286,102.801,125.804,4,1.0,2
TRBCKNC128F4282300,258.92526,0.0,6,0.465,-5.81,0,0.325,258.925,148.877,4,0.586,2
TRALEER128F4268E6D,187.42812,2.595,6,0.006,-8.821,1,0.227,187.428,88.878,4,0.932,2
TRBIFNO128F42702FB,43.2322,2.485,11,0.062,-12.577,1,0.524,43.232,97.067,4,0.712,2
TRABIJJ128F426A1C1,170.52689,1.425,6,0.436,-10.231,1,0.416,165.849,87.634,4,0.775,2
TRAYXDI128F428CD9C,31.32036,0.0,1,0.188,-12.368,1,0.497,31.32,60.046,1,0.0,2
TRBBVAH128F4270300,108.2771,0.264,0,0.647,-6.929,1,0.587,102.951,160.267,3,0.858,2
TRAYJHF128F4294CB8,249.12934,0.0,4,0.326,-8.138,0,0.341,241.255,163.44,3,0.675,2
TRAOREE128F934DB89,258.19383,0.0,6,0.585,-6.062,0,0.549,245.476,90.902,4,0.774,2
TRANNZZ128F92C22F7,254.1971,0.136,11,0.617,-3.773,0,0.619,246.404,127.952,1,0.0,2
TRADGXJ128E078FB3A,243.53914,0.259,9,0.165,-9.725,1,0.406,235.915,93.174,4,0.816,2
TRASJNR128F14795F7,263.00036,0.374,10,0.536,-5.113,0,0.609,255.379,91.101,4,1.0,2
TRBBBMT128F42A0A4E,237.92281,0.206,9,0.591,-9.093,1,0.289,230.475,101.871,4,1.0,2
TRAVNHK12903CC5B48,90.14812,0.0,5,0.325,-23.923,0,0.438,90.148,191.383,4,0.637,2
TRAAVAH128F4284D7C,234.65751,0.638,1,0.572,-12.75,1,0.382,217.281,119.67,4,0.686,2
TRAKROC128F9326B09,240.45669,0.107,10,0.222,-6.249,0,0.549,234.225,94.146,4,1.0,2
TRAWTKN128F9334CA4,267.49342,0.0,9,0.0,-5.407,0,0.166,262.264,93.991,4,0.706,2
TRAIDBZ12903CF5A37,247.37914,0.0,7,0.179,-10.069,1,0.533,237.9,84.973,4,0.982,2
TRBHFBW128F930A995,234.57914,0.0,4,0.335,-7.459,0,0.24,226.499,150.087,4,0.975,2
TRANYYX128F4276EE3,319.97342,0.0,0,0.773,-6.431,1,0.584,319.973,189.99,7,0.857,2
TRAIWKK128F92FA8A9,222.24934,0.0,6,0.006,-11.255,1,0.227,199.61,99.612,4,1.0,2
TRBICEA128F93668AA,260.38812,0.206,7,0.399,-3.8,1,0.607,252.645,106.644,1,0.923,2
TRBBUBC128F148CBAA,242.75546,5.515,11,0.411,-8.649,1,0.435,239.351,193.919,4,1.0,2
TRAKKMS128F42B3BF6,255.50322,0.0,1,0.503,-6.305,0,0.48,239.055,164.981,4,0.769,2
TRBHJZO128F4215FC5,239.0722,2.479,7,1.0,-4.655,1,0.842,226.778,170.047,4,0.347,2
TRAXAZZ128F4255FAF,234.68363,0.0,4,0.581,-5.464,0,0.218,234.684,183.619,3,0.299,2
TRBAZMR128F423395F,274.1024,0.0,9,0.37,-13.275,0,0.457,264.423,95.779,4,0.865,2
TRADXMA128F4276D94,154.30485,0.385,2,0.674,-8.328,0,0.414,154.305,94.905,4,1.0,2
TRBFZRA128F427030C,294.13832,0.0,1,0.527,-4.603,1,0.384,288.322,93.328,4,1.0,2
